11/28/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		748		335		224		258		1034		0		0		
	2		748		337		224		262		798		0		0		
	3		748		336		225		263		740		0		0		
	4		747		344		223		264		551		0		0		
	5		747		350		223		291		531		0		0		
	6		748		361		225		310		529		0		0		
	7		748		357		225		313		574		1		0		
	8		747		373		225		300		683		1016		0		
	9		746		377		226		275		722		2190		0		
	10		745		354		225		271		731		3293		136		
	11		744		350		226		259		743		4079		90		
	12		744		353		225		244		795		3894		0		
	13		744		349		225		240		801		3013		0		
	14		745		355		225		236		744		2332		0		
	15		745		338		222		246		721		1429		0		
	16		746		341		225		281		608		639		0		
	17		746		341		224		342		534		44		0		
	18		746		338		225		351		480		0		0		
	19		746		318		225		351		450		0		0		
	20		746		311		225		352		509		0		0		
	21		746		316		224		331		573		0		0		
	22		746		333		224		289		763		0		0		
	23		746		339		224		285		910		0		0		
	24		746		339		213		265		987		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2572		1121		7688		8648		1682						
	2		2343		1121		7875		8364		1263						
	3		2284		1122		8014		8158		962						
	4		2100		1122		7976		8120		957						
	5		2112		1121		7891		8038		1204						
	6		2142		1122		7995		8086		1539						
	7		2217		1123		8468		8358		1591						
	8		3344		1123		8310		7797		1734						
	9		4536		1123		8596		7559		1449						
	10		5755		1123		8410		7100		1453						
	11		6490		1124		8242		6886		1454						
	12		6256		1124		8490		7289		1333						
	13		5372		1123		9254		7746		1272						
	14		4637		1122		9550		7640		1399						
	15		3702		1122		10119		7603		1348						
	16		2839		1123		10224		7904		1791						
	17		2230		1123		9676		8843		2558						
	18		2098		1121		10145		8863		2742						
	19		2049		1121		9753		8847		2725						
	20		2102		1123		9791		8635		2612						
	21		2149		1123		10023		8526		2335						
	22		2314		1123		10034		8204		2054						
	23		2463		1123		9412		8140		1850						
	24		2509		1122		8841		8363		1287						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
