04/27/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		923		312		215		283		4372		0		10		
	2		924		312		216		275		4297		0		10		
	3		925		312		216		277		4142		0		10		
	4		924		316		216		282		4356		0		9		
	5		924		314		215		282		4494		0		8		
	6		923		314		215		281		4488		0		7		
	7		922		311		214		283		4446		854		10		
	8		916		312		214		281		4094		5247		151		
	9		921		316		212		280		3638		8581		244		
	10		917		295		213		258		3554		8830		239		
	11		909		276		213		265		3239		9162		270		
	12		903		282		214		267		3048		9975		275		
	13		900		286		214		264		3218		10661		264		
	14		898		292		214		262		3579		10726		284		
	15		898		293		215		269		3493		11156		286		
	16		898		296		214		273		3708		10788		283		
	17		897		302		217		283		3739		9498		137		
	18		881		301		221		303		4102		7034		15		
	19		887		310		222		313		4293		2992		10		
	20		875		317		222		333		4421		304		8		
	21		867		321		222		336		4460		0		0		
	22		870		320		222		337		4469		0		0		
	23		883		320		222		333		4432		0		0		
	24		882		321		222		317		4448		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		6084		2275		3863		6522		1903						
	2		6003		2275		3087		6662		1728						
	3		5852		2275		2654		6640		1738						
	4		6072		2275		2608		6138		1746						
	5		6206		2275		2531		6011		2049						
	6		6196		2275		2623		6342		2490						
	7		7039		2274		2492		6359		2519						
	8		11215		2274		2463		3572		1729						
	9		14193		2273		2580		985		1349						
	10		14305		2273		2757		621		1123						
	11		14333		2274		2792		488		1118						
	12		14965		2275		2682		212		1115						
	13		15806		2275		2744		-138		1125						
	14		16256		2275		2809		-5		1150						
	15		16610		2276		2971		65		1381						
	16		16459		2277		3717		425		1634						
	17		15073		2277		4696		1833		1909						
	18		12857		2276		5064		4636		2524						
	19		9027		2273		6470		6826		3381						
	20		6482		2273		7449		7961		3944						
	21		6170		2274		7422		8230		3878						
	22		6184		2274		6388		8315		3404						
	23		6155		2275		5325		7997		2925						
	24		6156		2275		4269		7388		2648						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
