10/19/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		966		350		228		266		3215		0		0		
	2		966		350		227		267		3155		0		0		
	3		973		350		227		273		3088		0		0		
	4		971		349		227		256		2866		0		0		
	5		973		352		223		256		2807		0		0		
	6		974		362		226		274		3058		0		0		
	7		971		373		223		276		2731		0		0		
	8		969		375		227		275		2821		1295		11		
	9		968		370		227		241		2704		5666		130		
	10		964		361		226		237		2051		8591		226		
	11		962		355		226		237		1769		9282		243		
	12		960		356		226		235		2322		9352		243		
	13		958		366		229		231		2442		8819		236		
	14		954		367		228		222		2714		9392		165		
	15		954		369		227		221		3449		9487		147		
	16		955		374		228		220		2901		8691		25		
	17		957		378		229		218		2522		6342		0		
	18		960		380		231		251		2495		1976		0		
	19		964		381		230		289		3031		23		0		
	20		969		382		230		292		3349		0		0		
	21		970		374		230		285		3357		0		0		
	22		972		333		230		282		3280		0		0		
	23		973		322		230		264		3047		0		0		
	24		976		316		229		262		3163		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4981		1137		7707		5744		1638						
	2		4922		1137		7324		5307		1560						
	3		4869		1137		6643		5497		1516						
	4		4626		1137		6708		5432		1448						
	5		4566		1137		6794		5408		1523						
	6		4849		1136		6636		5605		1655						
	7		4535		1136		7055		6214		1933						
	8		5973		1136		6800		5923		1560						
	9		10306		1136		4376		4878		1029						
	10		12656		1137		2600		4237		1212						
	11		13073		1137		2062		4289		1074						
	12		13694		1136		1848		3539		1072						
	13		13281		1137		1782		3732		1094						
	14		14042		1136		1633		3507		1031						
	15		14853		1135		1792		3104		1130						
	16		13394		1134		2769		4337		1221						
	17		10647		1134		4754		5473		1458						
	18		6294		1134		7090		7668		2342						
	19		4918		1134		9097		7678		2826						
	20		5181		1134		9055		7525		2919						
	21		5174		1133		8688		7514		2557						
	22		5054		1134		8226		7773		2061						
	23		4793		1134		7703		7533		1826						
	24		4904		1135		6873		7146		1496						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
