05/09/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		912		339		214		288		2555		0		0		
	2		914		338		219		287		2541		0		0		
	3		911		337		219		288		2222		0		0		
	4		915		341		219		288		2149		0		0		
	5		915		341		219		289		1988		0		0		
	6		889		339		219		288		1738		0		0		
	7		861		336		220		295		1994		1118		0		
	8		858		335		219		294		1880		5268		117		
	9		874		336		219		292		1343		8202		186		
	10		860		327		219		297		1008		9632		229		
	11		861		317		217		299		543		10341		293		
	12		861		320		217		303		547		10740		290		
	13		859		314		217		307		612		10862		314		
	14		860		320		217		310		823		10907		351		
	15		855		323		217		307		1358		10676		368		
	16		851		324		217		309		1688		10233		367		
	17		868		339		218		318		1785		9423		351		
	18		869		344		218		323		2167		7288		303		
	19		868		334		218		325		2218		3319		167		
	20		896		331		218		333		2346		377		0		
	21		898		328		218		335		2474		0		0		
	22		904		330		218		323		2646		0		0		
	23		908		326		216		315		2645		0		0		
	24		910		327		218		307		2397		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4274		2273		4913		9536		2455						
	2		4265		2272		4472		9258		2055						
	3		3945		2272		3705		9538		1929						
	4		3877		2271		3317		9512		1830						
	5		3717		2269		3058		9679		1903						
	6		3444		2269		3069		9800		2174						
	7		4825		2268		2681		8721		2093						
	8		8971		2267		1932		5870		1521						
	9		11453		2269		2102		3545		1335						
	10		12572		2271		2158		2184		1341						
	11		12872		2271		2105		1789		1411						
	12		13278		2272		2215		1676		1493						
	13		13484		2273		2408		2015		1508						
	14		13788		2272		2426		2670		1523						
	15		14104		2272		2642		3369		1552						
	16		13990		2272		3097		4314		1681						
	17		13301		2272		3953		5148		2264						
	18		11512		2271		4902		6578		2881						
	19		7448		2270		7081		8136		3879						
	20		4501		2270		8889		8793		4248						
	21		4229		2269		8548		9277		4238						
	22		4395		2269		7263		9344		3956						
	23		4384		2269		6202		9321		3164						
	24		4124		2269		5126		9051		2917						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
