10/12/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		975		303		218		251		549		0		0		
	2		974		303		218		249		631		0		0		
	3		975		301		217		244		662		0		0		
	4		975		298		217		242		693		0		0		
	5		976		306		218		241		726		0		0		
	6		976		316		219		241		703		0		0		
	7		977		327		219		243		676		0		0		
	8		977		329		218		245		679		1629		26		
	9		975		339		218		238		686		6388		260		
	10		974		341		218		236		642		8697		400		
	11		971		338		218		238		743		9602		418		
	12		968		340		218		238		883		9684		413		
	13		967		336		218		236		912		9651		409		
	14		965		336		218		235		905		9898		449		
	15		966		337		217		235		911		9845		461		
	16		965		339		216		228		848		9280		456		
	17		965		339		215		223		775		7270		388		
	18		967		339		216		254		673		2576		145		
	19		970		340		216		271		715		66		0		
	20		973		342		217		276		691		0		0		
	21		973		341		217		281		660		0		0		
	22		975		341		214		291		729		0		0		
	23		975		327		213		286		745		0		0		
	24		975		317		213		279		813		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2254		1134		9195		6534		2343						
	2		2334		1133		8661		6344		2120						
	3		2356		1133		8366		6089		1942						
	4		2381		1134		8235		5994		1834						
	5		2423		1133		7910		6093		2093						
	6		2408		1133		7873		6364		2346						
	7		2411		1132		8177		6775		2550						
	8		4102		1133		7886		5850		2453						
	9		9104		1134		5473		4465		1497						
	10		11508		1134		4281		3669		1048						
	11		12528		1134		3884		2674		1033						
	12		12743		1134		3427		2664		1050						
	13		12729		1134		3537		2821		902						
	14		13006		1133		3659		2856		934						
	15		12972		1133		3903		3358		1028						
	16		12332		1133		4664		3760		1492						
	17		10175		1133		6523		4591		2095						
	18		5170		1134		9297		6726		3139						
	19		2580		1134		11333		7831		3467						
	20		2460		1133		11406		8079		3437						
	21		2436		1132		10654		8162		3271						
	22		2512		1133		10192		7738		3099						
	23		2509		1134		9734		7124		2754						
	24		2560		1134		9200		6419		2455						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
