01/08/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		684		312		229		166		2333		0		0		
	2		684		311		229		127		3077		0		0		
	3		685		312		229		127		3560		0		0		
	4		684		314		229		128		3345		0		0		
	5		681		310		230		166		3168		0		0		
	6		680		314		230		195		3457		0		0		
	7		680		329		230		209		3673		0		0		
	8		679		333		227		207		3080		1153		0		
	9		678		333		218		185		2543		4044		172		
	10		671		336		216		163		2368		5557		334		
	11		668		340		209		162		2302		6027		365		
	12		664		333		202		161		2501		6360		370		
	13		662		325		208		164		3121		5895		373		
	14		660		332		220		182		3390		5476		366		
	15		662		330		220		208		4019		4687		270		
	16		665		334		219		219		4144		2671		116		
	17		666		346		222		283		4162		552		3		
	18		670		354		222		281		4113		0		0		
	19		674		349		222		275		3954		0		0		
	20		674		346		227		295		3484		0		0		
	21		679		332		227		297		3398		0		0		
	22		679		328		226		237		3374		0		0		
	23		680		308		226		219		3515		0		0		
	24		680		302		227		198		3677		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3690		2272		6224		7248		1349						
	2		4394		2271		5407		6829		1166						
	3		4880		2272		4865		6445		1198						
	4		4664		2273		4646		6788		1229						
	5		4520		2272		4953		7106		1337						
	6		4841		2272		5183		7794		1728						
	7		5097		2274		6357		8280		2347						
	8		5680		2274		7104		8376		2331						
	9		8173		2273		6290		6587		2152						
	10		9644		2275		5635		6013		1360						
	11		10073		2274		5319		5726		1134						
	12		10592		2272		4735		5392		928						
	13		10748		2272		4502		4827		938						
	14		10626		2271		4007		5093		994						
	15		10396		2271		4494		5008		955						
	16		8368		2272		6201		5655		1495						
	17		6233		2272		7246		7225		2414						
	18		5606		2272		7950		8708		2886						
	19		5441		2273		8135		9031		2873						
	20		4994		2274		8556		8741		2880						
	21		4899		2273		8497		8358		2917						
	22		4811		2274		7280		8624		2996						
	23		4915		2276		6747		8220		2077						
	24		5050		2277		5896		7266		1624						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
