05/10/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		914		328		218		296		2194		0		0		
	2		918		331		218		297		2228		0		0		
	3		918		333		217		298		2193		0		0		
	4		917		334		217		303		2103		0		0		
	5		911		335		217		304		1889		0		0		
	6		839		335		213		305		1823		0		0		
	7		805		319		217		309		1766		1115		2		
	8		803		292		217		315		1709		4794		162		
	9		811		291		215		313		1556		8122		275		
	10		807		275		215		314		1509		9264		335		
	11		802		266		217		313		1548		10235		365		
	12		802		270		217		313		1842		10205		245		
	13		791		266		217		318		2229		10353		108		
	14		790		275		217		318		2526		10331		233		
	15		796		274		216		319		2757		10341		194		
	16		794		279		216		323		2822		10087		180		
	17		796		293		210		324		3081		9008		115		
	18		801		293		214		324		3260		7680		0		
	19		808		292		214		325		3273		3742		0		
	20		810		291		215		333		3115		454		0		
	21		813		292		214		335		3399		0		0		
	22		826		290		213		326		3334		0		0		
	23		832		289		211		314		3114		0		0		
	24		849		289		213		310		3534		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3915		2268		4461		8778		2604						
	2		3957		2268		3744		8471		2456						
	3		3925		2268		3418		8512		2125						
	4		3840		2269		3269		8614		1918						
	5		3620		2269		3059		8893		1901						
	6		3482		2268		3116		9033		1970						
	7		4532		2267		2626		7966		2137						
	8		8293		2268		2169		5070		1619						
	9		11582		2268		2314		1925		1356						
	10		12718		2268		2316		795		1285						
	11		13746		2267		2121		-49		1177						
	12		13895		2268		2080		-358		1220						
	13		14283		2269		2078		-501		1049						
	14		14690		2269		2048		-746		1243						
	15		14898		2267		2057		-226		1255						
	16		14702		2266		2232		873		1361						
	17		13828		2267		2657		2624		1369						
	18		12572		2268		3272		4325		1972						
	19		8655		2268		4188		7158		3120						
	20		5218		2268		5239		9359		3555						
	21		5015		2269		5501		9480		3525						
	22		4951		2270		5311		9454		3045						
	23		4724		2270		4983		9189		2510						
	24		5158		2270		4014		8271		2296						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
