12/28/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		653		301		224		270		706		0		0		
	2		652		302		224		266		505		0		0		
	3		652		305		224		263		575		0		0		
	4		652		300		223		225		840		0		0		
	5		653		306		223		224		934		0		0		
	6		654		310		223		278		999		0		0		
	7		653		322		224		274		1024		0		0		
	8		653		323		223		274		971		1436		0		
	9		653		325		224		238		803		5481		65		
	10		651		329		224		215		757		7484		335		
	11		650		325		224		210		780		7017		407		
	12		648		328		223		209		845		7036		412		
	13		648		327		224		204		856		7067		410		
	14		648		328		224		201		841		7298		401		
	15		648		331		224		198		837		6927		361		
	16		648		324		223		268		804		4077		231		
	17		650		325		223		332		427		506		6		
	18		650		325		223		385		318		0		0		
	19		650		324		223		350		248		0		0		
	20		650		328		224		343		329		0		0		
	21		650		332		224		344		418		0		0		
	22		649		327		224		326		516		0		0		
	23		648		314		223		304		479		0		0		
	24		648		309		223		280		508		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2118		2271		9126		7321		1631						
	2		1912		2272		8884		6875		1689						
	3		1981		2272		7977		7113		1717						
	4		2203		2273		7947		6751		1690						
	5		2301		2272		7804		6782		1866						
	6		2424		2271		7750		7333		1962						
	7		2470		2271		7259		8636		2188						
	8		3880		2271		7260		7949		1990						
	9		7789		2273		5210		5894		1832						
	10		9995		2272		3924		4363		1452						
	11		9613		2272		3767		4446		1168						
	12		9701		2272		3700		4095		981						
	13		9736		2272		3451		3856		972						
	14		9941		2272		3494		3551		969						
	15		9524		2273		3845		4076		1039						
	16		6575		2271		5417		5819		1650						
	17		2469		2270		7951		8365		2768						
	18		1862		2271		9301		9740		3542						
	19		1757		2271		9252		10305		3542						
	20		1837		2271		9165		10372		3271						
	21		1931		2272		9308		9878		3130						
	22		2005		2273		8977		9811		2698						
	23		1931		2273		8813		8806		2603						
	24		1932		2272		8646		7964		2146						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
