03/25/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		932		341		199		150		2239		0		0		
	2		934		340		199		148		2784		0		0		
	3		934		341		199		147		2656		0		0		
	4		936		337		199		144		2548		0		0		
	5		936		338		199		144		2494		0		0		
	6		935		343		198		145		2574		0		0		
	7		935		361		198		155		2468		0		0		
	8		935		363		197		165		2421		1392		0		
	9		932		363		195		157		2413		4822		125		
	10		931		347		195		146		2388		7460		206		
	11		929		341		197		146		2616		7578		193		
	12		930		344		200		145		2914		7690		37		
	13		928		341		201		144		3049		7789		0		
	14		929		342		202		145		2977		7974		23		
	15		927		343		202		144		3005		7237		46		
	16		928		349		203		119		3042		5688		0		
	17		930		358		202		113		3149		4767		0		
	18		930		357		205		128		2718		3337		0		
	19		932		360		205		142		2988		817		0		
	20		931		357		203		181		3102		0		0		
	21		932		354		207		143		3215		0		0		
	22		933		355		207		106		2555		0		0		
	23		932		344		207		108		3255		0		0		
	24		930		315		211		117		3300		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3825		2239		7609		6252		453						
	2		4367		2239		6752		5811		360						
	3		4240		2240		6435		5822		348						
	4		4126		2240		6463		5780		347						
	5		4074		2241		6485		6150		379						
	6		4157		2240		6511		6850		718						
	7		4108		2238		6786		7783		1225						
	8		5473		2238		5920		7421		1650						
	9		9007		2240		4961		5121		1178						
	10		11674		2240		4572		2735		915						
	11		12000		2240		4043		2750		476						
	12		12261		2240		3853		1916		357						
	13		12452		2241		3821		1430		373						
	14		12592		2241		3798		1323		322						
	15		11903		2239		4059		1436		311						
	16		10329		2239		4573		2670		320						
	17		9519		2239		5535		2971		600						
	18		7676		2239		6844		4384		1077						
	19		5444		2240		7412		6807		1590						
	20		4761		2242		8005		7981		2153						
	21		4821		2243		7882		7893		2160						
	22		4121		2244		8006		8046		1640						
	23		4810		2247		7109		7174		1248						
	24		4836		2247		7139		6705		548						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
