11/10/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		531		316		232		266		1552		0		0		
	2		531		314		232		259		1753		0		0		
	3		530		315		231		259		1537		0		0		
	4		531		316		231		269		1296		0		0		
	5		532		315		230		287		861		0		0		
	6		532		320		230		285		911		0		0		
	7		531		330		230		270		1088		317		0		
	8		549		331		231		265		745		3505		126		
	9		552		330		233		247		539		6821		359		
	10		551		333		234		242		445		7719		426		
	11		543		336		234		240		431		7799		434		
	12		540		334		234		240		465		7652		428		
	13		539		340		237		240		412		7805		417		
	14		539		340		233		239		323		7664		403		
	15		539		338		237		227		325		7124		361		
	16		538		340		237		250		314		4321		233		
	17		540		342		236		304		335		627		8		
	18		542		343		235		312		620		0		0		
	19		543		342		236		313		967		0		0		
	20		544		344		237		312		1163		0		0		
	21		544		344		236		310		1109		0		0		
	22		543		345		236		289		827		0		0		
	23		543		340		236		278		623		0		0		
	24		543		338		236		258		706		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2857		1121		8206		6596		1611						
	2		3048		1121		8012		6374		1188						
	3		2832		1120		8026		6489		954						
	4		2602		1121		7973		6407		1055						
	5		2184		1121		8100		6599		1150						
	6		2235		1122		7897		6740		1538						
	7		2766		1123		7725		6855		1492						
	8		5751		1122		6805		6122		580						
	9		9082		1120		5102		4820		265						
	10		9949		1119		4966		3805		224						
	11		10018		1117		4974		3500		230						
	12		9894		1117		5185		3444		243						
	13		9990		1115		5268		3721		231						
	14		9740		1114		5795		4091		344						
	15		9151		1114		6592		4397		565						
	16		6233		1114		8486		5117		1645						
	17		2391		1116		10641		7083		2739						
	18		2014		1116		11974		7409		3361						
	19		2364		1117		11378		7691		3244						
	20		2562		1117		10767		7674		3070						
	21		2505		1117		10637		7512		2689						
	22		2203		1119		10489		7345		2290						
	23		1982		1120		10217		6877		1924						
	24		2042		1121		10083		6526		1234						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
