02/24/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		800		306		205		181		612		0		0		
	2		802		303		206		180		612		0		0		
	3		804		306		206		181		612		0		0		
	4		778		302		206		182		612		0		0		
	5		741		303		206		182		612		0		0		
	6		744		306		205		199		612		0		0		
	7		745		303		201		245		612		303		0		
	8		746		302		198		208		612		4056		101		
	9		745		294		197		197		612		8362		243		
	10		742		276		199		182		612		9627		268		
	11		737		278		196		182		612		9848		266		
	12		736		278		196		181		612		9929		270		
	13		735		273		198		188		612		9999		271		
	14		733		269		197		185		612		10000		270		
	15		733		266		205		150		612		9582		268		
	16		732		282		205		152		612		8504		252		
	17		746		284		207		212		612		4715		174		
	18		756		276		210		258		612		498		0		
	19		757		277		214		263		612		9		0		
	20		755		277		216		264		612		10		0		
	21		792		276		214		207		612		10		0		
	22		818		284		214		189		612		10		0		
	23		831		292		213		181		612		9		0		
	24		833		295		214		179		612		9		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2066		2265		6508		8610		729						
	2		2064		2265		6300		8176		733						
	3		2071		2265		6106		8180		684						
	4		2038		2265		6211		8049		699						
	5		2003		2264		6565		8417		786						
	6		2024		2265		7241		8573		1381						
	7		2410		2266		7646		9589		2025						
	8		6222		2266		6248		8320		1720						
	9		10650		2267		3773		6251		979						
	10		11906		2268		2394		5668		820						
	11		12120		2268		2127		5009		562						
	12		12202		2268		2446		4560		284						
	13		12276		2267		2442		4410		238						
	14		12266		2265		2913		4137		276						
	15		11815		2266		3434		4463		298						
	16		10738		2267		4100		4681		924						
	17		6949		2267		6228		7186		1381						
	18		2611		2268		9507		9445		2221						
	19		2132		2268		10751		10185		2388						
	20		2133		2268		10731		9881		2315						
	21		2111		2268		10360		9581		2065						
	22		2126		2269		9666		9527		1486						
	23		2138		2267		8939		8989		991						
	24		2143		2268		7846		8723		920						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
