12/18/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		756		310		214		287		941		0		0		
	2		756		314		214		280		760		0		0		
	3		757		317		214		281		641		0		0		
	4		756		314		214		282		447		0		0		
	5		755		321		214		284		459		0		0		
	6		755		329		214		333		515		0		0		
	7		754		338		214		329		550		0		0		
	8		752		337		213		328		587		1160		0		
	9		744		338		211		272		525		2985		0		
	10		742		335		210		262		587		3913		0		
	11		742		331		209		261		439		4279		0		
	12		742		326		209		255		436		4787		0		
	13		741		313		209		253		430		4255		0		
	14		743		306		209		255		417		4060		0		
	15		745		307		210		263		471		3523		0		
	16		745		296		215		290		539		2629		0		
	17		746		318		216		321		577		265		0		
	18		747		323		218		366		723		0		0		
	19		747		329		219		370		829		0		0		
	20		748		341		219		371		1088		0		0		
	21		748		344		223		320		1421		0		0		
	22		750		341		220		314		1156		0		0		
	23		752		330		218		314		1199		0		0		
	24		751		311		218		271		1198		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2484		1140		10830		6427		1847						
	2		2302		1140		10195		6488		1725						
	3		2187		1140		10189		6219		1673						
	4		1988		1140		10260		6227		1785						
	5		2007		1141		10824		6071		2038						
	6		2118		1140		11542		6505		2506						
	7		2185		1152		12213		7867		3028						
	8		3378		1173		12617		7654		2934						
	9		5074		1233		11888		7056		2490						
	10		6049		1255		11636		6104		2287						
	11		6261		1293		11443		5518		2198						
	12		6756		1293		11306		5029		1502						
	13		6201		1319		11406		4964		1406						
	14		5990		1292		11799		4704		1353						
	15		5519		1294		12350		4981		1376						
	16		4714		1301		12969		5159		1990						
	17		2443		1303		13920		7070		3027						
	18		2342		1302		14767		8324		3356						
	19		2459		1304		14754		8319		3487						
	20		2731		1301		13933		8693		3291						
	21		3021		1304		13424		8277		3239						
	22		2739		1303		12759		8161		3185						
	23		2771		1304		11596		7545		2920						
	24		2709		1303		10729		7014		2392						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
