03/22/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		939		341		213		138		844		0		52		
	2		941		340		213		137		681		0		52		
	3		940		343		213		137		639		0		52		
	4		941		341		213		137		748		0		50		
	5		941		343		213		136		753		0		49		
	6		941		346		213		136		815		0		48		
	7		942		353		213		136		916		0		48		
	8		943		355		212		145		986		1157		48		
	9		942		354		213		141		849		5197		48		
	10		939		318		213		138		665		8439		49		
	11		937		303		213		101		634		8827		47		
	12		935		303		213		101		605		8711		51		
	13		935		301		213		102		782		8782		52		
	14		935		283		213		101		884		8456		52		
	15		935		269		212		100		866		7579		52		
	16		935		284		212		138		1060		6559		52		
	17		937		303		212		152		1133		5150		52		
	18		938		301		213		152		1305		2607		52		
	19		939		300		211		162		1631		420		52		
	20		940		290		212		274		1921		0		14		
	21		942		287		212		267		1714		0		0		
	22		943		290		212		239		1668		0		0		
	23		943		310		212		239		1508		0		0		
	24		943		311		212		239		1439		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2494		2243		7993		6967		563						
	2		2330		2243		8081		6407		445						
	3		2291		2242		7699		6411		397						
	4		2396		2241		7523		6287		351						
	5		2401		2241		7392		6402		407						
	6		2465		2241		7387		6516		644						
	7		2584		2241		7374		7045		645						
	8		3846		2242		6715		6408		606						
	9		7744		2243		4711		4471		397						
	10		10760		2243		3209		2274		220						
	11		11061		2242		2733		1508		278						
	12		10918		2244		2681		1162		256						
	13		11168		2242		2643		816		320						
	14		10923		2241		2623		1047		406						
	15		10014		2240		2852		2220		479						
	16		9240		2239		3657		3121		430						
	17		7939		2239		4950		3881		713						
	18		5567		2239		6346		6005		1270						
	19		3715		2239		7743		7416		1584						
	20		3619		2240		8698		7444		1987						
	21		3384		2240		8462		7920		1890						
	22		3314		2241		8313		7679		1441						
	23		3174		2241		8339		7304		1088						
	24		3104		2241		7858		7019		626						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
