10/10/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		917		242		214		210		4699		0		0		
	2		913		240		213		210		4028		0		0		
	3		916		241		214		210		3037		0		0		
	4		931		241		208		211		2397		0		0		
	5		933		240		207		210		2101		0		0		
	6		925		244		206		210		2222		0		0		
	7		928		254		206		210		2430		0		0		
	8		945		269		205		210		2577		1449		0		
	9		934		280		206		212		2941		5895		0		
	10		930		265		205		208		3480		8849		245		
	11		930		259		205		189		3464		9925		345		
	12		929		273		208		192		3507		10108		373		
	13		924		274		203		191		3334		10079		373		
	14		924		279		204		190		3200		10167		395		
	15		919		288		205		191		3024		10000		409		
	16		925		297		206		211		2777		9268		389		
	17		903		302		208		211		2604		7165		372		
	18		940		301		207		214		2478		2683		151		
	19		930		299		208		232		1961		86		0		
	20		929		302		222		235		1547		0		0		
	21		899		305		224		222		1368		0		0		
	22		936		303		222		217		1268		0		0		
	23		927		292		221		220		1233		0		0		
	24		927		291		203		218		1189		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		6247		1136		7159		3980		2282						
	2		5568		1136		7262		3856		2144						
	3		4583		1137		7243		4515		2097						
	4		3950		1137		7594		4837		2029						
	5		3653		1137		8095		4828		2252						
	6		3770		1136		8341		5479		2498						
	7		4003		1137		8808		6643		2744						
	8		5655		1138		8783		5923		2818						
	9		10469		1138		6804		3418		2262						
	10		14182		1138		4829		2083		1604						
	11		15318		1138		4554		1314		1428						
	12		15590		1137		4450		994		1353						
	13		15378		1136		4451		1168		1315						
	14		15359		1135		4568		1640		1347						
	15		15035		1134		5396		1851		1336						
	16		14073		1133		6282		2347		1637						
	17		11765		1134		7547		3677		2143						
	18		6973		1134		9751		6354		2816						
	19		3716		1133		11958		7879		3123						
	20		3205		1134		12788		7946		3153						
	21		2991		1135		12189		8062		2945						
	22		2918		1136		11488		7537		2894						
	23		2863		1136		11291		5930		2923						
	24		2799		1136		10090		5720		2680						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
