05/20/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		961		279		219		324		4375		0		0		
	2		962		278		219		324		4415		0		0		
	3		963		280		219		320		4287		0		0		
	4		963		282		220		316		3954		0		0		
	5		951		281		219		316		3418		0		0		
	6		951		277		218		316		3132		16		0		
	7		950		281		218		321		2575		1930		36		
	8		947		280		216		324		2133		5953		278		
	9		945		278		212		326		2267		7459		371		
	10		937		278		212		320		2209		7395		372		
	11		869		265		210		320		1728		7847		374		
	12		931		255		214		319		1419		8037		377		
	13		930		263		215		318		1285		8356		358		
	14		908		267		213		318		1656		8169		347		
	15		906		263		212		323		2229		8060		371		
	16		834		276		208		328		2678		8071		373		
	17		903		292		200		334		3032		7730		368		
	18		949		293		195		333		3366		8054		344		
	19		949		291		216		333		3786		4722		232		
	20		950		294		224		331		4023		729		28		
	21		952		293		224		333		4238		1		0		
	22		954		306		222		332		4183		0		0		
	23		955		312		222		321		3979		0		0		
	24		956		322		222		317		3677		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		6147		2277		2247		8227		2131						
	2		6186		2277		1932		7857		2048						
	3		6056		2278		1893		7640		1868						
	4		5720		2278		1947		7660		1903						
	5		5170		2279		2073		8088		2173						
	6		4910		2276		2323		8721		2376						
	7		6311		2274		2369		7775		2458						
	8		10130		2276		2446		4614		1864						
	9		11858		2277		2735		2979		1429						
	10		11722		2279		2687		2570		1398						
	11		11613		2279		2576		2462		1267						
	12		11552		2279		2449		2363		1290						
	13		11725		2280		2360		2204		1252						
	14		11878		2280		2273		2186		1272						
	15		12365		2280		2298		1893		1362						
	16		12768		2280		2398		2009		1424						
	17		12858		2279		2603		2563		1724						
	18		13536		2278		2793		3107		1839						
	19		10529		2278		3063		6257		2648						
	20		6579		2279		3409		9563		3716						
	21		6041		2280		3608		10499		3766						
	22		5989		2279		3564		10185		3514						
	23		5782		2281		3420		10053		2604						
	24		5486		2282		3177		9418		2246						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
