04/25/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		881		267		226		270		2135		0		10		
	2		882		271		219		270		2159		0		10		
	3		884		277		218		292		2395		0		10		
	4		885		285		221		294		2225		0		9		
	5		887		286		222		294		1554		0		8		
	6		888		294		222		296		1021		0		6		
	7		888		302		221		302		700		783		10		
	8		885		304		222		302		412		5085		190		
	9		879		304		221		289		176		9145		368		
	10		875		290		219		287		75		10266		369		
	11		871		288		218		277		40		10775		386		
	12		868		293		219		280		65		10870		385		
	13		859		286		220		287		114		11192		384		
	14		853		290		218		272		152		11319		387		
	15		850		291		219		274		218		11163		386		
	16		847		295		219		285		401		10654		381		
	17		846		303		219		286		954		9745		363		
	18		848		296		219		302		1636		7585		259		
	19		848		302		220		306		2242		2975		46		
	20		860		300		222		306		2725		182		9		
	21		876		299		222		307		3007		0		10		
	22		878		297		222		306		2928		0		10		
	23		880		293		225		299		2803		0		10		
	24		882		293		225		281		2666		0		10		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3757		2276		6107		7474		2626						
	2		3778		2274		5809		6377		2668						
	3		4042		2273		5298		6065		2315						
	4		3885		2274		5087		5811		2302						
	5		3217		2273		5118		6080		2446						
	6		2693		2273		4905		6635		2809						
	7		3206		2274		4480		6680		2588						
	8		7400		2275		3417		4284		1806						
	9		11382		2274		2261		2320		1300						
	10		12382		2274		2368		1337		1347						
	11		12855		2274		2150		1470		1260						
	12		12980		2275		2037		1961		1318						
	13		13342		2274		2036		2464		1486						
	14		13490		2275		2472		3378		1280						
	15		13401		2275		3542		3718		1456						
	16		13082		2275		4779		4216		1553						
	17		12716		2274		5656		4642		1956						
	18		11148		2273		6825		5770		2782						
	19		6939		2274		8617		7893		3660						
	20		4604		2275		9397		8759		4119						
	21		4702		2274		8944		8596		4041						
	22		4606		2275		7518		8791		3825						
	23		4477		2275		6969		7734		3495						
	24		4323		2276		6111		7344		2892						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
