10/25/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		366		336		242		254		902		0		0		
	2		382		336		244		255		930		0		0		
	3		382		338		244		256		945		0		0		
	4		382		341		243		256		943		0		0		
	5		382		341		242		255		961		0		0		
	6		382		350		242		255		991		0		0		
	7		382		355		241		257		975		0		0		
	8		383		359		241		250		919		1007		4		
	9		382		371		241		246		763		5364		230		
	10		333		367		240		229		645		8441		407		
	11		303		375		241		228		712		8735		444		
	12		303		378		241		248		693		8944		434		
	13		301		396		242		245		562		9113		430		
	14		300		396		243		251		498		9039		429		
	15		299		397		242		268		376		9138		434		
	16		299		390		243		266		246		8732		409		
	17		300		384		242		252		152		6285		315		
	18		306		390		243		257		114		1536		60		
	19		315		393		244		265		208		0		0		
	20		348		387		230		253		510		0		0		
	21		351		358		226		256		722		0		0		
	22		350		345		226		249		705		0		0		
	23		350		339		226		247		754		0		0		
	24		350		338		226		252		829		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2056		1132		10618		7366		1957						
	2		2105		1131		9720		7369		1606						
	3		2122		1132		9275		7098		1521						
	4		2121		1132		9118		6832		1542						
	5		2136		1133		9463		6639		1563						
	6		2174		1134		10201		6518		2133						
	7		2167		1134		10734		7810		2490						
	8		3163		1133		10663		7961		2675						
	9		7596		1132		8946		6256		2025						
	10		10661		1130		7943		5599		1258						
	11		11036		1130		7895		5536		1277						
	12		11240		1128		8219		5590		1207						
	13		11288		1130		8287		5766		1374						
	14		11156		1130		9334		5898		1503						
	15		11154		1131		10286		6054		1881						
	16		10584		1130		11249		6595		2323						
	17		7930		1128		13494		7612		2624						
	18		2905		1128		16408		9044		3140						
	19		1421		1128		16912		9298		3254						
	20		1688		1128		15683		9362		3172						
	21		1872		1129		14616		8990		2866						
	22		1834		1128		13588		8644		2670						
	23		1875		1128		12395		8052		2493						
	24		1952		1128		11486		7165		2174						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
