01/22/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		692		355		213		144		2524		0		0		
	2		696		356		213		143		2296		0		0		
	3		698		357		214		144		2169		0		0		
	4		698		355		214		145		2246		0		0		
	5		699		359		214		144		2534		0		0		
	6		700		362		214		192		3103		0		0		
	7		699		367		214		205		2982		0		0		
	8		699		368		214		197		2745		1105		0		
	9		698		367		208		199		2278		4819		0		
	10		697		360		203		195		1561		7340		77		
	11		695		356		207		185		1454		7603		226		
	12		694		356		207		182		1375		7975		109		
	13		693		360		208		145		1116		7494		192		
	14		691		360		209		183		977		7177		231		
	15		692		358		208		188		903		7274		223		
	16		690		361		206		199		642		5451		158		
	17		691		369		208		248		534		1431		32		
	18		692		356		207		316		762		7		0		
	19		689		345		202		316		1052		0		0		
	20		688		344		205		282		1393		0		0		
	21		748		344		211		246		1312		0		0		
	22		774		340		212		219		1153		0		0		
	23		783		334		212		196		919		0		0		
	24		844		328		212		195		699		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3905		2271		6271		7658		1128						
	2		3679		2270		5820		7669		1074						
	3		3558		2270		5789		7427		989						
	4		3634		2269		5581		7441		981						
	5		3925		2269		5741		7446		1145						
	6		4544		2271		5947		7526		1784						
	7		4459		2270		6801		8931		2109						
	8		5329		2269		7548		8515		2124						
	9		8569		2270		7372		5454		1716						
	10		10434		2268		7308		3689		888						
	11		10726		2268		6811		3312		527						
	12		10898		2267		6959		2734		205						
	13		10207		2267		6898		3106		165						
	14		9829		2267		6742		3706		173						
	15		9845		2267		6779		3842		221						
	16		7707		2268		7368		5491		774						
	17		3513		2269		9044		7583		2212						
	18		2339		2270		10355		9073		2945						
	19		2578		2270		10899		8956		3000						
	20		2877		2269		10287		8980		2845						
	21		2827		2270		9918		8898		2643						
	22		2661		2271		9402		8828		2221						
	23		2407		2269		8755		8683		1562						
	24		2242		2269		8671		8177		919						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
