11/16/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		648		308		239		230		828		0		0		
	2		649		307		241		216		877		0		0		
	3		649		308		241		218		864		0		0		
	4		650		308		241		219		766		0		0		
	5		650		308		241		213		769		0		0		
	6		650		314		241		250		863		0		0		
	7		650		326		241		246		840		231		0		
	8		650		330		241		237		585		3024		78		
	9		649		324		241		217		514		6491		283		
	10		692		325		238		213		528		7553		356		
	11		702		323		234		211		540		7496		412		
	12		701		324		233		210		641		7384		407		
	13		700		328		233		219		522		7583		397		
	14		700		326		234		225		406		7600		376		
	15		699		328		231		235		415		6979		322		
	16		700		325		231		248		460		3977		187		
	17		703		330		229		265		477		469		1		
	18		706		325		232		289		573		0		0		
	19		707		322		230		291		532		0		0		
	20		708		323		234		296		515		0		0		
	21		707		319		235		281		536		0		0		
	22		707		320		235		285		831		0		0		
	23		708		303		235		283		939		0		0		
	24		709		301		235		250		1034		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2212		1120		8822		7235		1258						
	2		2248		1120		8512		7407		954						
	3		2237		1121		8497		6854		948						
	4		2139		1121		8505		6598		1001						
	5		2135		1121		8642		6426		994						
	6		2274		1121		8524		6684		1192						
	7		2533		1121		8471		6953		1342						
	8		5144		1121		7675		6081		915						
	9		8718		1122		5459		5127		610						
	10		9906		1122		5001		4257		528						
	11		9918		1121		4816		4238		495						
	12		9901		1120		4953		4043		494						
	13		9983		1121		5042		4122		491						
	14		9867		1121		5248		4465		613						
	15		9208		1121		6305		4958		666						
	16		6128		1120		7986		6322		1351						
	17		2473		1120		10190		7760		2396						
	18		2083		1120		10877		8808		2768						
	19		2041		1120		10440		9069		2764						
	20		2034		1121		10077		8873		2653						
	21		2037		1122		9896		8683		2256						
	22		2337		1123		9433		8440		1953						
	23		2425		1122		8929		7891		1862						
	24		2486		1123		8390		7515		1562						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
