11/25/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		744		324		197		275		2615		0		0		
	2		744		324		197		238		1892		0		0		
	3		744		323		199		240		2599		0		0		
	4		745		312		198		240		2423		0		0		
	5		746		295		197		278		2610		0		0		
	6		746		305		197		291		2401		0		0		
	7		746		326		195		291		2495		67		0		
	8		746		327		195		290		2670		2029		51		
	9		744		332		192		279		3394		5124		331		
	10		741		346		177		280		3939		6611		384		
	11		740		356		191		278		4460		6585		51		
	12		739		356		209		260		4138		6500		0		
	13		739		359		220		250		4030		6499		0		
	14		708		358		221		269		4000		6496		0		
	15		737		361		221		277		3763		5049		0		
	16		741		358		220		319		3558		2585		0		
	17		744		360		220		362		3197		220		0		
	18		747		358		222		362		2683		0		0		
	19		748		361		224		382		3132		0		0		
	20		748		358		224		365		3149		0		0		
	21		748		358		223		363		3130		0		0		
	22		748		358		223		340		3120		0		0		
	23		736		343		222		337		3405		0		0		
	24		735		334		221		289		3112		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4119		1115		6392		7523		967						
	2		3358		1115		6497		7721		1074						
	3		4066		1115		5775		7518		876						
	4		3878		1116		6018		7613		826						
	5		4087		1117		6196		7635		1049						
	6		3899		1118		6797		7940		1881						
	7		4120		1118		7039		8829		2415						
	8		6309		1118		7274		7587		2096						
	9		10396		1118		6065		5218		1351						
	10		12477		1119		6041		3429		670						
	11		12660		1119		5830		3257		374						
	12		12201		1118		5827		3334		418						
	13		12097		1118		5801		3700		349						
	14		12052		1116		5711		4134		471						
	15		10409		1117		6076		5700		770						
	16		7781		1117		7413		6778		1631						
	17		5103		1117		8881		8133		2912						
	18		4352		1118		9979		9172		3535						
	19		4827		1120		9752		8891		3414						
	20		4824		1120		9456		8760		3254						
	21		4803		1120		9258		8884		2681						
	22		4770		1120		8926		8440		2336						
	23		5023		1120		8313		7123		2197						
	24		4671		1120		7832		6952		1509						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
