06/05/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		911		324		196		350		3241		0		0		
	2		914		325		176		359		3473		0		0		
	3		919		326		172		348		3210		0		0		
	4		923		327		176		346		3027		0		0		
	5		925		330		181		345		2842		0		0		
	6		930		341		190		355		2761		0		0		
	7		934		357		194		353		2580		1141		0		
	8		931		358		195		350		2588		3771		49		
	9		925		358		195		345		2608		5055		214		
	10		918		341		192		311		2864		6368		170		
	11		918		331		194		311		3085		7672		309		
	12		914		334		193		312		3175		9065		365		
	13		911		335		194		311		3191		9590		365		
	14		909		335		190		311		3240		9772		339		
	15		909		340		188		307		3173		9374		350		
	16		909		346		189		347		3616		8282		341		
	17		913		356		194		345		3831		7380		215		
	18		914		355		194		346		4317		6239		51		
	19		916		356		195		361		4496		3572		0		
	20		917		355		197		393		4479		687		0		
	21		921		354		197		373		4209		42		0		
	22		923		353		196		368		4204		36		0		
	23		927		337		195		359		4162		36		0		
	24		930		326		195		358		3909		35		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4956		2269		7591		7938		2741						
	2		5214		2268		5960		8230		2321						
	3		4944		2266		5483		8242		2114						
	4		4772		2263		5669		8357		1623						
	5		4590		2262		5589		8352		1888						
	6		4553		2260		5768		8591		2139						
	7		5402		2259		6425		8353		1549						
	8		8046		2261		5397		7175		1623						
	9		9529		2263		4596		7241		1638						
	10		10963		2264		4448		6094		1623						
	11		12642		2264		4081		4620		1565						
	12		14225		2265		3949		2930		1618						
	13		14739		2265		3816		2204		1822						
	14		14997		2266		3623		1982		1772						
	15		14636		2265		3652		2023		1985						
	16		14041		2261		3946		2545		2063						
	17		13250		2261		4423		2709		2500						
	18		12457		2262		4980		2894		2884						
	19		10076		2262		5698		4192		3957						
	20		7126		2262		6348		6933		3886						
	21		6113		2264		6851		7783		4006						
	22		6075		2265		6446		7981		3824						
	23		6024		2266		5922		8042		3005						
	24		5779		2266		5538		7710		2654						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
