11/21/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		719		295		213		238		646		0		0		
	2		719		275		210		238		688		0		0		
	3		719		273		210		236		749		0		0		
	4		717		277		208		237		712		0		0		
	5		717		289		211		237		598		0		0		
	6		718		308		213		248		640		0		0		
	7		718		323		213		249		683		62		0		
	8		718		324		213		251		657		1607		0		
	9		725		322		214		225		609		4866		0		
	10		740		322		213		216		557		6032		0		
	11		739		317		213		222		324		6310		0		
	12		765		316		211		231		371		6502		0		
	13		772		323		213		213		397		6469		5		
	14		788		335		210		217		391		6327		11		
	15		789		338		203		234		450		5218		17		
	16		765		338		203		261		495		2850		17		
	17		740		338		203		300		493		340		0		
	18		741		331		202		309		423		0		0		
	19		742		338		207		310		190		0		0		
	20		743		339		212		312		302		0		0		
	21		743		324		212		312		229		0		0		
	22		742		297		212		312		151		0		0		
	23		742		304		212		311		168		0		0		
	24		743		330		211		281		165		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2067		1109		9332		6795		1696						
	2		2087		1109		8778		6890		1418						
	3		2142		1110		8592		6725		1279						
	4		2104		1110		8746		6483		1323						
	5		2006		1111		9239		6296		1698						
	6		2080		1111		9718		6564		2376						
	7		2248		1110		10680		7419		2669						
	8		3769		1110		10901		6727		2562						
	9		6962		1109		8955		5548		2124						
	10		8081		1108		8665		4741		1333						
	11		8126		1107		8831		4287		1141						
	12		8397		1107		8717		3993		1038						
	13		8392		1107		8742		4474		784						
	14		8279		1107		8920		4655		927						
	15		7250		1107		9367		4920		1353						
	16		4928		1107		11027		5605		2194						
	17		2414		1107		12456		7433		2830						
	18		1980		1107		13914		8106		2977						
	19		1760		1107		13662		8388		3059						
	20		1882		1106		13339		8150		2975						
	21		1793		1106		12914		7959		2956						
	22		1686		1106		12122		7758		2940						
	23		1708		1105		11294		6796		2939						
	24		1702		1105		10333		6474		2604						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
