04/09/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		909		266		208		202		1838		0		0		
	2		910		263		209		167		1357		0		0		
	3		908		273		208		168		967		0		0		
	4		911		274		209		168		646		0		0		
	5		908		277		209		204		526		0		0		
	6		908		272		208		217		584		0		0		
	7		914		234		208		226		564		149		0		
	8		913		235		207		228		437		1345		0		
	9		905		237		205		229		518		2915		0		
	10		889		220		202		211		603		3695		0		
	11		879		213		202		202		625		4712		0		
	12		909		212		201		199		633		5502		3		
	13		915		212		203		199		623		6498		29		
	14		912		217		205		199		627		5768		0		
	15		893		224		205		197		693		5290		0		
	16		888		232		209		168		757		4882		0		
	17		897		246		218		207		1000		3921		0		
	18		915		239		218		237		1080		2920		0		
	19		916		239		220		241		1057		785		0		
	20		917		246		220		230		1060		48		0		
	21		917		274		219		229		996		0		0		
	22		919		276		218		228		1099		0		0		
	23		919		274		218		218		1290		0		0		
	24		919		272		219		208		1403		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3396		2266		6944		5985		1248						
	2		2878		2265		7565		5721		914						
	3		2496		2263		7558		5846		832						
	4		2179		2263		7678		5954		820						
	5		2093		2262		7850		6107		892						
	6		2160		2262		7713		6953		1142						
	7		2296		2262		7854		7732		1421						
	8		3364		2263		7593		7331		1592						
	9		5009		2263		7429		6590		1440						
	10		5221		2264		8271		5950		1349						
	11		6833		2265		7965		4728		1234						
	12		7659		2264		8029		3752		1194						
	13		8679		2264		7299		3206		1204						
	14		7929		2265		7574		3669		1045						
	15		7502		2265		7104		4106		1012						
	16		7137		2265		7145		4631		1016						
	17		6487		2265		7129		5295		1099						
	18		5610		2265		6928		6495		1718						
	19		3457		2265		7809		7706		2513						
	20		2720		2265		8142		8402		3068						
	21		2630		2265		8019		8671		2933						
	22		2735		2266		7566		8660		2386						
	23		2915		2265		7044		7855		2152						
	24		3014		2265		6513		7396		1571						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
