02/22/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		770		355		212		148		612		0		0		
	2		773		349		212		147		612		0		0		
	3		774		351		213		146		612		0		0		
	4		775		353		213		145		612		0		0		
	5		775		353		213		145		612		0		0		
	6		775		356		213		196		612		0		0		
	7		775		353		213		201		612		52		0		
	8		775		354		213		202		612		1997		0		
	9		777		362		212		201		612		5320		0		
	10		776		355		212		190		612		6028		0		
	11		776		348		211		189		612		7224		0		
	12		777		349		208		191		612		6890		0		
	13		779		348		212		191		612		5870		0		
	14		781		347		210		184		612		6097		0		
	15		779		353		209		147		612		5910		0		
	16		778		352		210		145		612		4544		0		
	17		780		363		212		192		612		1979		0		
	18		781		364		212		219		612		174		0		
	19		783		364		215		257		612		0		0		
	20		784		363		212		220		612		0		0		
	21		784		358		213		206		612		0		0		
	22		784		361		211		188		612		0		0		
	23		785		362		210		186		612		0		0		
	24		787		353		210		186		612		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2060		2265		6563		8816		1177						
	2		2056		2266		6175		8459		1143						
	3		2058		2266		5809		8302		1115						
	4		2057		2265		5930		7841		1087						
	5		2058		2264		5961		7931		1096						
	6		2112		2266		6093		8167		1259						
	7		2206		2266		6426		8222		1622						
	8		4152		2265		6287		7313		1323						
	9		7484		2265		5118		6025		826						
	10		8173		2266		4661		5771		724						
	11		9359		2265		4183		4599		674						
	12		9027		2264		4300		4579		631						
	13		8011		2263		4968		5125		478						
	14		8231		2262		5297		4281		433						
	15		8010		2263		6096		3705		492						
	16		6641		2262		6968		4812		538						
	17		4137		2262		7451		6982		1130						
	18		2361		2262		8344		8627		2169						
	19		2192		2263		8625		9840		2386						
	20		2153		2263		8864		9780		2023						
	21		2135		2264		9297		9120		1676						
	22		2118		2264		9365		8228		1619						
	23		2117		2263		8563		8205		1312						
	24		2110		2264		7435		8084		1279						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
