11/24/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		747		312		210		263		866		0		0		
	2		746		312		211		272		729		0		0		
	3		747		310		211		264		724		0		0		
	4		747		311		212		273		846		0		0		
	5		747		311		212		273		845		0		0		
	6		748		320		212		283		857		0		0		
	7		747		341		212		281		744		113		0		
	8		747		342		211		265		626		2605		13		
	9		747		343		186		266		502		6204		289		
	10		745		338		183		256		442		7289		423		
	11		743		337		184		253		412		7333		431		
	12		743		346		184		251		439		7001		424		
	13		741		351		185		252		441		7040		420		
	14		741		353		185		257		446		7059		413		
	15		740		349		184		260		525		6577		359		
	16		740		351		188		288		606		3732		205		
	17		742		352		181		340		732		445		0		
	18		743		352		185		346		984		0		0		
	19		744		354		186		381		1177		0		0		
	20		743		349		187		368		1622		0		0		
	21		743		351		187		360		1265		0		0		
	22		742		351		187		340		817		0		0		
	23		743		337		185		337		1434		0		0		
	24		743		325		187		272		2658		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2356		1118		6750		8885		1655						
	2		2230		1117		6895		8681		1427						
	3		2216		1118		6668		8554		1309						
	4		2346		1119		6522		8320		1368						
	5		2346		1119		6450		8599		1243						
	6		2375		1119		6371		9053		1225						
	7		2436		1120		6298		9269		1443						
	8		4809		1120		5811		8096		961						
	9		8536		1120		4732		5808		459						
	10		9677		1119		4517		4666		268						
	11		9693		1118		4297		4357		273						
	12		9388		1116		4369		4320		337						
	13		9430		1114		4370		4481		302						
	14		9453		1113		4419		4585		450						
	15		8993		1113		4799		5001		751						
	16		6109		1113		6392		7012		1292						
	17		2793		1115		7981		9159		2487						
	18		2584		1115		9287		9516		3212						
	19		2808		1116		8827		9671		3234						
	20		3233		1117		8748		8981		3079						
	21		2869		1117		8148		9698		2712						
	22		2400		1117		8697		9326		2120						
	23		2998		1116		7738		8509		1783						
	24		4147		1115		6910		7347		1334						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
