10/30/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		264		261		221		166		1897		0		0		
	2		264		261		223		166		2081		0		0		
	3		264		262		222		165		2042		0		0		
	4		264		262		221		163		1663		0		0		
	5		264		262		221		161		1432		0		0		
	6		264		265		220		161		1382		0		0		
	7		264		266		217		179		1463		0		0		
	8		264		265		210		184		1326		636		0		
	9		264		267		212		170		1251		4129		93		
	10		264		258		215		154		1309		7507		344		
	11		264		264		219		135		1289		8581		428		
	12		264		250		220		138		1366		8995		434		
	13		264		250		224		143		1438		7498		426		
	14		264		274		229		164		1349		7455		422		
	15		263		290		230		142		1288		8573		416		
	16		263		292		231		157		1261		8411		385		
	17		264		302		231		172		1185		5633		285		
	18		267		315		232		199		1082		1140		38		
	19		268		314		236		205		925		0		0		
	20		268		314		218		202		865		0		0		
	21		268		285		211		192		809		0		0		
	22		268		284		215		193		694		0		0		
	23		268		276		227		194		737		0		0		
	24		267		270		233		174		665		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2783		1129		10087		5064		1736						
	2		2970		1127		9851		4595		1466						
	3		2930		1125		10038		4375		1238						
	4		2546		1126		10508		4337		1142						
	5		2311		1127		10902		4554		1232						
	6		2263		1128		11673		4210		1943						
	7		2361		1129		13293		4221		2579						
	8		2886		1128		13594		4307		2893						
	9		6386		1128		11352		3441		2217						
	10		10050		1129		8479		2340		1427						
	11		11179		1130		7497		2299		915						
	12		11667		1130		7308		1837		680						
	13		10244		1130		7275		2767		714						
	14		10157		1130		7724		2488		903						
	15		11203		1129		7532		1698		1072						
	16		11000		1127		8152		1944		1098						
	17		8072		1127		9833		3563		1750						
	18		3272		1122		12813		5439		2850						
	19		1940		1121		14196		6242		3630						
	20		1844		1120		14422		6400		3421						
	21		1743		1121		13992		6574		3036						
	22		1630		1121		13560		6137		2909						
	23		1677		1121		12922		5592		2297						
	24		1583		1121		12286		5056		1901						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
