01/03/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		646		297		227		210		515		0		0		
	2		645		301		227		208		535		0		0		
	3		646		300		223		205		591		0		0		
	4		645		297		227		204		537		0		0		
	5		645		289		227		204		476		0		0		
	6		646		295		226		218		487		3		0		
	7		646		311		226		226		429		13		0		
	8		647		317		226		226		340		1275		2		
	9		646		319		216		209		319		4672		28		
	10		645		310		213		203		263		6811		98		
	11		642		305		217		201		238		7124		243		
	12		641		305		217		196		391		7499		373		
	13		641		307		223		160		410		7195		306		
	14		675		309		225		157		478		7087		143		
	15		677		310		226		207		528		6611		75		
	16		678		318		226		239		561		4135		54		
	17		680		332		226		266		553		654		35		
	18		681		333		227		306		608		0		35		
	19		682		331		226		269		772		0		35		
	20		681		328		227		263		783		0		26		
	21		681		327		227		264		809		0		0		
	22		683		325		227		248		688		0		0		
	23		683		310		227		221		574		0		0		
	24		684		309		227		222		473		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1861		2269		8243		7133		1563						
	2		1882		2269		8151		6539		1358						
	3		1931		2270		7888		6369		1333						
	4		1875		2270		7881		6366		1341						
	5		1823		2269		8150		6546		1502						
	6		1875		2269		8165		7439		1906						
	7		1852		2269		8701		8613		2207						
	8		3032		2269		8789		8355		2189						
	9		6409		2269		7917		5929		1878						
	10		8541		2269		6924		4211		1556						
	11		8969		2269		6116		4017		1261						
	12		9622		2269		5917		3411		1023						
	13		9243		2268		5946		3439		1034						
	14		9075		2269		5942		3708		1103						
	15		8634		2269		6497		3948		1085						
	16		6211		2268		7499		5287		1949						
	17		2747		2268		8635		8084		3055						
	18		2161		2269		9541		9836		3225						
	19		2287		2268		9229		10063		3343						
	20		2279		2268		9181		9666		3295						
	21		2274		2267		8873		9478		3169						
	22		2136		2268		8989		8745		3067						
	23		1980		2267		8934		8245		2386						
	24		1879		2267		8121		7940		2108						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
