05/22/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		944		341		230		343		3919		0		0		
	2		947		340		230		343		3832		0		0		
	3		949		341		231		343		3577		0		0		
	4		951		341		230		345		3302		0		0		
	5		950		342		231		346		3200		0		0		
	6		951		335		230		343		2913		16		0		
	7		952		341		229		347		2915		1856		70		
	8		950		345		229		351		2983		5487		290		
	9		913		345		222		353		2814		7157		148		
	10		854		330		213		352		2509		7813		13		
	11		857		322		216		353		2244		8610		13		
	12		912		319		214		352		2269		9197		94		
	13		937		321		215		363		2781		9020		356		
	14		939		319		199		369		2824		9221		374		
	15		938		318		210		368		3003		9522		381		
	16		940		321		211		354		3374		9809		321		
	17		938		331		214		335		3387		9624		151		
	18		944		329		217		333		3363		8165		128		
	19		942		327		227		333		3381		4315		36		
	20		939		322		230		340		2958		653		15		
	21		937		312		225		350		2279		0		16		
	22		938		314		228		349		2246		0		16		
	23		943		322		228		345		2477		0		16		
	24		947		329		229		347		2708		0		16		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5772		2280		2398		9097		2311						
	2		5687		2281		2081		8501		2225						
	3		5435		2281		2078		8164		2132						
	4		5159		2280		1936		8333		2066						
	5		5057		2281		2015		8308		2262						
	6		4789		2281		2161		8862		2547						
	7		6710		2282		2499		7825		2176						
	8		10636		2282		2583		4961		1458						
	9		11953		2282		2859		3386		1289						
	10		12084		2282		2722		2940		1270						
	11		12615		2281		2481		2358		1247						
	12		13358		2281		2449		1677		1204						
	13		13992		2281		2498		1131		1202						
	14		14245		2280		2494		1226		1197						
	15		14740		2280		2464		994		1374						
	16		15329		2280		2416		1099		1462						
	17		14979		2280		2347		2238		1714						
	18		13478		2281		2502		4061		2238						
	19		9560		2282		3119		7487		3188						
	20		5457		2282		4425		10247		3713						
	21		4117		2283		5720		10733		3754						
	22		4085		2283		5830		10022		3751						
	23		4324		2282		4811		9787		3326						
	24		4567		2281		3525		9461		3037						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
