03/20/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		952		272		216		90		1015		0		0		
	2		953		272		216		97		953		0		0		
	3		953		275		216		128		873		0		0		
	4		952		276		217		129		838		0		0		
	5		953		284		217		133		825		0		0		
	6		947		293		216		144		725		0		0		
	7		951		300		216		145		683		0		0		
	8		951		303		215		148		644		1253		0		
	9		946		304		215		150		491		5361		33		
	10		942		295		215		149		422		7866		111		
	11		942		290		215		140		374		8611		229		
	12		944		294		215		142		360		8421		129		
	13		944		297		215		142		287		8533		63		
	14		940		297		215		141		188		8077		102		
	15		938		319		214		139		192		6778		102		
	16		936		336		215		133		221		4843		102		
	17		938		348		216		132		237		3214		102		
	18		938		347		216		144		279		2053		102		
	19		938		349		216		157		348		429		5		
	20		939		342		216		196		343		0		0		
	21		940		336		217		161		428		0		0		
	22		945		336		216		154		475		0		0		
	23		942		320		216		141		461		0		0		
	24		942		323		216		135		432		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2508		2240		10124		6265		522						
	2		2454		2244		9156		6296		385						
	3		2409		2247		8842		6130		374						
	4		2374		2246		8839		6055		366						
	5		2373		2246		8991		6284		403						
	6		2285		2247		9043		6824		985						
	7		2272		2247		9730		7113		1486						
	8		3513		2247		9747		6979		1143						
	9		7500		2247		8796		4390		585						
	10		10000		2247		7400		2217		400						
	11		10802		2245		6418		1616		323						
	12		10505		2243		6367		1311		325						
	13		10480		2242		6695		1066		242						
	14		9959		2242		7029		1397		224						
	15		8683		2240		7094		2497		233						
	16		6787		2239		7371		3881		275						
	17		5187		2241		8385		4713		512						
	18		4079		2242		9576		5804		717						
	19		2442		2240		10345		7344		1437						
	20		2000		2241		10777		8145		2210						
	21		2045		2242		10840		8201		1798						
	22		2088		2244		10735		7734		1501						
	23		2043		2245		10232		7387		1199						
	24		2011		2246		10334		6627		729						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
