01/12/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		676		317		222		185		1618		0		0		
	2		677		320		223		184		1434		0		0		
	3		676		315		223		184		1611		0		0		
	4		676		324		223		185		2737		0		0		
	5		675		331		223		183		3087		0		0		
	6		674		341		223		181		2886		0		0		
	7		675		356		222		189		3054		0		0		
	8		677		358		222		187		2919		1321		6		
	9		677		354		221		176		2680		5484		146		
	10		677		336		220		135		2020		7583		115		
	11		675		329		220		135		2200		7228		148		
	12		672		341		221		136		2437		6455		37		
	13		662		343		220		135		2679		6779		0		
	14		661		340		216		134		2776		6407		74		
	15		661		347		217		137		3056		5769		183		
	16		662		347		220		163		3287		4471		66		
	17		662		356		221		223		3021		1225		0		
	18		660		354		222		260		3110		0		0		
	19		661		354		222		277		3260		0		0		
	20		661		355		222		277		3672		0		0		
	21		662		355		221		232		3794		0		0		
	22		671		353		218		218		3412		0		0		
	23		673		336		216		207		3378		0		0		
	24		676		328		216		161		3479		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2984		2277		7061		6918		1298						
	2		2805		2277		7203		6896		928						
	3		2975		2278		6713		6934		737						
	4		4111		2276		5530		6575		899						
	5		4464		2276		5332		6476		983						
	6		4269		2276		5444		7108		958						
	7		4471		2275		5458		7683		1074						
	8		5690		2274		5571		7055		857						
	9		9738		2274		4274		4269		784						
	10		11086		2275		3559		3302		680						
	11		10934		2275		3460		3360		357						
	12		10298		2275		3727		2818		293						
	13		10819		2277		3530		2551		236						
	14		10607		2275		3500		3111		323						
	15		10371		2275		3681		3467		401						
	16		9216		2274		4629		3484		1220						
	17		5707		2273		6033		6403		2252						
	18		4574		2274		7368		8465		2706						
	19		4741		2275		7445		8725		2869						
	20		5154		2274		7090		8624		2711						
	21		5231		2275		6927		8561		2260						
	22		4839		2276		7252		7657		2132						
	23		4776		2276		6413		7387		1648						
	24		4827		2277		5910		6575		1377						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
