11/02/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		266		257		236		222		564		0		0		
	2		267		258		237		210		420		0		0		
	3		267		259		237		211		334		0		0		
	4		267		260		237		210		261		0		0		
	5		267		264		237		208		237		0		0		
	6		267		269		237		227		242		0		0		
	7		267		278		237		237		223		0		0		
	8		267		278		238		231		272		625		0		
	9		267		287		238		203		281		4426		187		
	10		266		291		239		191		303		7894		367		
	11		266		292		239		190		431		8610		419		
	12		264		292		238		190		605		8344		432		
	13		264		292		238		190		735		8206		419		
	14		263		304		239		180		754		8524		315		
	15		262		316		239		187		760		8615		409		
	16		262		318		235		188		621		7695		365		
	17		263		320		235		224		539		4826		195		
	18		264		320		238		269		565		838		12		
	19		266		320		238		294		558		0		0		
	20		266		319		238		305		590		0		0		
	21		266		319		237		283		618		0		0		
	22		266		319		237		251		550		0		0		
	23		266		308		237		228		617		0		0		
	24		267		303		236		227		631		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1502		1119		11082		5534		1782						
	2		1348		1119		11090		4996		1697						
	3		1263		1120		10554		5060		1709						
	4		1190		1120		10648		4994		1472						
	5		1167		1120		10586		4910		1678						
	6		1194		1120		11053		4813		1852						
	7		1195		1121		11219		5424		2119						
	8		1911		1120		11699		4948		2306						
	9		5889		1119		9538		3922		1768						
	10		9549		1119		6359		3467		1343						
	11		10447		1119		5209		2858		1577						
	12		10365		1119		4576		3071		1614						
	13		10345		1120		4398		3282		1305						
	14		10580		1118		4844		2611		1373						
	15		10789		1115		4912		2959		1316						
	16		9684		1114		6400		3360		1310						
	17		6602		1113		9583		4067		1476						
	18		2506		1112		12130		5237		2972						
	19		1634		1112		13164		5946		3470						
	20		1677		1112		12333		7134		2934						
	21		1681		1112		12050		7220		2449						
	22		1581		1112		12135		6675		2229						
	23		1613		1113		11403		6242		2122						
	24		1622		1114		10525		5985		1949						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
