11/04/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		420		314		231		236		479		0		0		
	2		420		314		231		238		463		0		0		
	3		420		306		232		237		502		0		0		
	4		420		302		231		236		575		0		0		
	5		420		304		229		234		622		0		0		
	6		419		307		228		235		507		0		0		
	7		419		315		229		259		361		596		0		
	8		418		315		228		245		188		4263		173		
	9		418		316		230		217		171		7393		364		
	10		417		316		230		209		259		7988		319		
	11		417		315		228		206		308		8295		427		
	12		402		304		222		208		317		8216		432		
	13		360		272		217		239		335		8321		425		
	14		360		269		218		241		345		8411		412		
	15		351		274		216		244		398		7975		375		
	16		335		287		216		245		466		5133		262		
	17		336		291		218		276		540		932		23		
	18		337		288		218		325		538		0		0		
	19		320		292		215		327		543		0		0		
	20		264		291		215		306		449		0		0		
	21		263		289		212		296		302		0		0		
	22		263		297		212		293		293		0		0		
	23		262		286		213		275		302		0		0		
	24		267		301		212		257		204		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1639		1110		9919		5626		1483						
	2		1625		1110		9952		5220		1363						
	3		1655		1111		9741		5132		1342						
	4		1722		1112		9837		4958		1442						
	5		1766		1111		10279		5217		1413						
	6		1651		1112		11789		5328		1692						
	7		2178		1112		13018		5413		1997						
	8		5829		1112		10858		4389		1890						
	9		9109		1112		8418		3638		1400						
	10		9738		1111		8160		2960		1212						
	11		10196		1111		7933		3440		768						
	12		10102		1111		7903		3788		722						
	13		10170		1111		8270		3723		989						
	14		10256		1111		8406		3425		1609						
	15		9832		1110		9116		3710		1865						
	16		6944		1110		11978		4313		2150						
	17		2615		1112		15728		5083		2750						
	18		1672		1111		16801		6134		3020						
	19		1657		1110		16177		6823		2735						
	20		1485		1109		15827		6530		2648						
	21		1323		1108		15246		6369		2448						
	22		1317		1108		14019		6407		2110						
	23		1296		1108		12842		6255		1628						
	24		1200		1108		11751		5998		1559						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
