03/08/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		893		279		203		154		1796		0		0		
	2		895		279		206		163		1747		0		0		
	3		895		277		205		159		0		0		0		
	4		895		276		204		155		1607		0		0		
	5		895		272		203		151		1481		0		0		
	6		895		280		203		149		1345		0		0		
	7		894		296		203		150		1269		0		0		
	8		893		297		203		165		1214		766		0		
	9		892		298		203		175		1085		4993		0		
	10		890		283		202		172		1024		8831		134		
	11		887		275		202		135		1034		9419		327		
	12		886		277		202		134		1174		8941		361		
	13		886		270		202		113		1237		8593		359		
	14		885		262		202		112		1384		8655		361		
	15		883		264		202		110		1595		8607		359		
	16		884		267		201		108		1604		8100		356		
	17		884		282		201		107		1961		6944		336		
	18		884		280		201		144		2099		4076		217		
	19		885		283		202		162		1977		515		3		
	20		886		282		202		199		1817		0		0		
	21		887		279		201		164		1816		0		0		
	22		888		277		201		158		1747		0		0		
	23		888		264		201		149		1684		0		0		
	24		889		257		201		146		1560		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3294		2255		7105		6941		837						
	2		3258		2255		7117		6476		753						
	3		3181		2254		7129		6412		753						
	4		3104		2254		7141		6347		669						
	5		2970		2254		7218		6800		417						
	6		2839		2255		7436		7014		367						
	7		2779		2256		7526		7577		310						
	8		3538		2256		7055		6962		627						
	9		7645		2256		5814		4280		417						
	10		11537		2257		3969		1875		309						
	11		12279		2256		3619		688		363						
	12		11975		2255		3309		927		287						
	13		11660		2254		3302		994		291						
	14		11861		2252		3226		796		178						
	15		12018		2250		3428		587		202						
	16		11519		2250		4029		842		287						
	17		10715		2250		4856		1544		512						
	18		7903		2251		5443		4187		1321						
	19		4026		2250		7792		7374		1929						
	20		3355		2252		8894		8455		2253						
	21		3318		2253		9155		8306		2111						
	22		3241		2253		8999		8026		1803						
	23		3156		2253		8681		7392		1384						
	24		3021		2253		7949		7206		897						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
