03/02/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		915		269		209		165		2267		0		0		
	2		915		272		208		165		2403		0		0		
	3		916		272		211		164		2459		0		0		
	4		926		260		214		165		2547		0		0		
	5		927		257		213		165		2529		0		0		
	6		927		266		212		169		2304		0		0		
	7		925		274		212		234		1958		416		0		
	8		910		276		212		202		1571		3623		0		
	9		910		275		212		170		1578		6384		0		
	10		957		264		212		169		1900		7313		0		
	11		954		254		211		169		2401		7250		0		
	12		947		260		211		169		2699		7739		18		
	13		944		262		212		167		2792		8304		66		
	14		956		264		215		163		2805		8663		64		
	15		962		252		217		162		3241		8702		101		
	16		980		258		216		162		3502		7878		259		
	17		984		272		217		161		2979		4471		164		
	18		996		286		217		187		2494		594		5		
	19		1001		288		202		232		2443		0		0		
	20		1001		290		212		224		1961		0		0		
	21		1001		287		214		185		1670		0		0		
	22		1000		289		214		160		1780		0		0		
	23		1001		266		214		160		1798		0		0		
	24		1001		257		214		160		1518		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3794		2266		5106		8358		835						
	2		3934		2266		4848		7935		743						
	3		3991		2266		4776		7563		757						
	4		4079		2266		4726		7560		782						
	5		4057		2266		5203		7925		779						
	6		3844		2266		5992		8690		1241						
	7		4018		2265		7248		9198		1683						
	8		6794		2265		6812		7954		1349						
	9		9527		2265		5244		6172		911						
	10		10815		2265		3669		5544		820						
	11		11240		2263		3496		4937		404						
	12		12044		2262		3277		3787		410						
	13		12747		2262		3063		3213		373						
	14		13129		2262		3242		2968		432						
	15		13637		2262		3229		2695		433						
	16		13254		2262		3542		3331		519						
	17		9248		2262		5387		5650		1434						
	18		4779		2263		8037		8818		2259						
	19		4130		2264		9009		9850		2780						
	20		3654		2263		9368		9958		2673						
	21		3323		2263		9163		9897		2435						
	22		3406		2263		8589		9500		1953						
	23		3402		2263		8179		8650		1524						
	24		3112		2266		7479		8411		1083						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
