12/10/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		735		342		210		217		195		0		0		
	2		735		348		210		220		88		0		0		
	3		737		358		210		256		83		0		0		
	4		736		364		210		253		96		0		0		
	5		737		360		210		250		116		0		0		
	6		737		372		209		262		124		0		0		
	7		737		381		208		299		149		20		0		
	8		736		383		208		286		112		1511		0		
	9		735		382		203		238		214		3334		144		
	10		733		377		190		235		313		3615		162		
	11		732		380		191		233		367		4381		160		
	12		731		390		192		233		416		5060		241		
	13		730		375		188		226		416		4750		188		
	14		728		358		188		235		422		4790		65		
	15		729		357		192		235		424		3850		0		
	16		730		338		193		267		463		1738		0		
	17		732		350		192		328		614		139		0		
	18		732		356		192		369		678		0		0		
	19		733		363		192		375		626		0		0		
	20		732		362		193		375		625		0		0		
	21		733		361		194		338		738		0		0		
	22		733		360		193		310		695		0		0		
	23		732		345		193		285		592		0		0		
	24		731		334		193		263		555		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1667		474		10649		7279		1758						
	2		1570		474		11018		7023		1326						
	3		1613		471		10915		6782		1164						
	4		1627		468		10876		6658		1228						
	5		1638		466		10984		6926		1456						
	6		1670		467		11165		7543		2142						
	7		1794		466		11789		8383		2904						
	8		3236		469		12005		7876		2923						
	9		5250		467		11464		6837		2022						
	10		5625		468		11039		6696		1684						
	11		6444		466		10720		5634		1586						
	12		7265		464		10116		5028		1438						
	13		6875		504		10088		5315		1238						
	14		6786		511		10564		5090		1406						
	15		5786		509		11015		5940		1585						
	16		3728		477		12065		7379		1936						
	17		2355		479		13043		8180		2994						
	18		2301		478		14048		9124		3310						
	19		2261		477		13641		9718		3236						
	20		2259		478		12972		9922		3285						
	21		2334		477		12708		9685		3017						
	22		2263		479		12061		9422		2696						
	23		2118		480		10902		9121		2371						
	24		2049		479		10498		8144		1866						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
