12/04/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		737		289		202		205		502		0		0		
	2		737		292		206		204		629		0		0		
	3		737		291		207		203		859		0		0		
	4		728		293		206		204		813		0		0		
	5		665		291		206		205		856		0		0		
	6		666		294		205		286		858		0		0		
	7		633		298		204		329		936		0		0		
	8		631		296		204		328		1068		253		0		
	9		627		300		198		317		961		992		0		
	10		628		308		197		267		793		1735		0		
	11		629		306		197		243		815		1838		0		
	12		629		326		200		228		759		2468		0		
	13		629		330		201		212		732		2481		0		
	14		632		329		199		215		829		1979		0		
	15		631		326		199		245		823		1688		0		
	16		632		315		200		285		910		844		0		
	17		632		316		199		293		891		39		0		
	18		631		316		198		346		912		0		0		
	19		666		317		197		318		903		0		0		
	20		667		313		200		313		984		0		0		
	21		668		315		202		313		1099		0		0		
	22		669		314		202		312		1144		0		0		
	23		668		306		202		294		1022		0		0		
	24		668		299		202		220		984		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1893		1129		9449		7948		1078						
	2		2030		1129		9073		7575		905						
	3		2259		1130		8549		7336		896						
	4		2205		1130		8717		7129		908						
	5		2183		1130		8916		7227		1170						
	6		2268		1130		9293		7805		1606						
	7		2367		1131		10545		8773		1724						
	8		2779		1131		11392		9005		1843						
	9		3395		1130		11682		8961		1755						
	10		3928		1130		12300		8525		1569						
	11		4027		1130		12440		8521		1593						
	12		4610		1131		12094		8230		1247						
	13		4584		1130		12332		7572		1149						
	14		4185		1129		11849		8025		1311						
	15		3912		1128		11601		8259		1550						
	16		3186		1128		11865		8528		1925						
	17		2371		1127		12605		8883		2632						
	18		2364		1126		13110		9640		3032						
	19		2364		1126		12651		9934		3194						
	20		2438		1126		12493		9412		3238						
	21		2555		1125		12131		9329		2750						
	22		2600		1124		11654		8808		2312						
	23		2453		1125		10396		8486		2034						
	24		2335		1127		9209		8235		1719						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
