02/05/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		947		311		223		198		612		0		0		
	2		948		322		223		197		612		0		0		
	3		944		342		223		198		612		0		0		
	4		941		348		224		198		612		0		0		
	5		936		347		224		195		612		0		0		
	6		934		349		220		210		612		0		0		
	7		841		362		217		261		612		0		0		
	8		875		360		213		218		612		1548		0		
	9		893		349		208		192		612		5275		27		
	10		875		330		209		193		612		7297		56		
	11		885		333		210		182		612		8136		65		
	12		880		335		209		183		612		8633		78		
	13		883		346		211		144		612		8484		77		
	14		897		350		209		147		612		8334		74		
	15		886		353		206		150		612		8256		109		
	16		841		352		207		188		612		6970		35		
	17		843		374		212		196		612		2606		0		
	18		841		369		214		267		612		87		0		
	19		842		368		208		290		612		0		0		
	20		842		368		221		297		612		0		0		
	21		842		364		227		244		612		0		0		
	22		842		360		226		224		612		0		0		
	23		846		352		226		196		612		0		0		
	24		846		340		226		190		612		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2252		2277		8702		8577		1117						
	2		2263		2278		8328		8274		1121						
	3		2281		2277		8272		7979		1121						
	4		2283		2277		8269		7900		1219						
	5		2275		2277		8700		7970		1419						
	6		2287		2279		9779		7946		2170						
	7		2292		2279		11378		8676		2692						
	8		3826		2277		11135		8362		2710						
	9		7555		2277		8530		7061		1653						
	10		9571		2278		6736		5893		1080						
	11		10423		2277		4916		5669		918						
	12		10930		2276		4569		4802		736						
	13		10756		2276		4347		4569		660						
	14		10623		2276		4134		4859		724						
	15		10572		2276		4445		5042		699						
	16		9204		2275		5248		5670		1028						
	17		4842		2275		8670		7496		1671						
	18		2390		2276		10212		9768		2784						
	19		2286		2277		11227		10000		3104						
	20		2306		2276		11391		9861		2776						
	21		2255		2276		11733		9133		2601						
	22		2230		2278		10914		9049		2339						
	23		2198		2278		9444		9501		1612						
	24		2179		2277		8327		9440		1095						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
