04/22/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		885		255		225		224		3460		0		0		
	2		882		254		227		224		4035		0		0		
	3		886		259		227		222		4381		0		0		
	4		889		259		227		217		4199		0		0		
	5		889		257		226		215		3407		0		0		
	6		889		259		226		239		2184		0		0		
	7		888		257		225		250		1616		668		1		
	8		887		259		223		249		1226		4903		176		
	9		882		259		222		238		1786		8376		310		
	10		880		248		218		229		1189		9129		357		
	11		875		254		218		237		1141		9678		369		
	12		873		269		217		241		1272		9768		373		
	13		875		258		217		245		1247		10055		376		
	14		857		262		202		253		1801		10257		376		
	15		852		264		199		240		2891		10082		371		
	16		847		268		220		238		3929		9149		300		
	17		875		284		222		244		4077		9044		341		
	18		885		287		223		280		4222		7679		203		
	19		875		285		223		284		3965		3287		110		
	20		882		288		226		284		3978		278		0		
	21		887		293		227		286		3521		0		0		
	22		895		299		228		269		3254		0		0		
	23		900		298		227		253		3076		0		0		
	24		910		296		228		251		3196		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5014		2263		3206		6940		2245						
	2		5587		2264		2206		6896		1982						
	3		5940		2266		2069		6661		1811						
	4		5754		2267		2216		6948		1627						
	5		4955		2267		2314		7503		1974						
	6		3757		2268		2895		8798		2192						
	7		3905		2268		2879		8883		2648						
	8		7924		2269		2420		6116		2235						
	9		12073		2269		2243		2508		1442						
	10		12250		2271		2364		1954		1214						
	11		12771		2270		2397		1088		1039						
	12		13015		2267		2323		614		1077						
	13		13273		2267		2153		667		1078						
	14		14007		2266		1982		403		1060						
	15		14900		2267		1815		137		1052						
	16		14951		2268		2308		277		1191						
	17		15087		2269		2582		917		1374						
	18		13779		2270		2895		3038		1832						
	19		9029		2271		3850		7086		2813						
	20		5936		2271		4864		8855		3923						
	21		5179		2271		5525		9020		4032						
	22		4911		2271		5935		8426		3371						
	23		4720		2269		5785		7849		2735						
	24		4846		2272		5614		6686		2272						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
