04/11/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		909		291		220		200		2316		0		0		
	2		908		291		220		198		2778		0		0		
	3		910		294		220		199		3154		0		0		
	4		903		302		220		206		2984		0		0		
	5		902		299		221		212		2860		0		0		
	6		902		288		221		207		2841		0		0		
	7		902		294		221		195		2662		165		0		
	8		894		294		220		194		2762		2739		0		
	9		913		291		219		192		2786		6004		0		
	10		910		273		218		196		2597		7331		0		
	11		908		271		218		188		2320		7132		0		
	12		886		279		218		174		1558		8371		104		
	13		857		279		218		173		1449		8446		309		
	14		875		279		218		172		1910		8427		337		
	15		874		278		218		172		2481		7020		342		
	16		876		280		219		173		3265		6567		361		
	17		882		288		220		191		3831		6397		352		
	18		892		298		219		193		4143		5694		298		
	19		898		297		220		239		4353		2273		118		
	20		899		294		220		241		4548		84		0		
	21		906		295		219		240		4379		0		0		
	22		906		295		217		222		4296		0		0		
	23		903		292		217		219		4191		0		0		
	24		903		290		219		216		4455		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3902		2263		5785		6685		1285						
	2		4362		2263		4847		6288		1293						
	3		4745		2263		4181		6186		1096						
	4		4580		2262		4143		5958		1249						
	5		4458		2261		4265		6203		1045						
	6		4423		2261		4426		6338		1080						
	7		4440		2260		4537		6669		1022						
	8		7103		2259		3823		4695		868						
	9		10405		2260		2592		2399		739						
	10		11525		2261		2558		859		759						
	11		11037		2261		2557		857		611						
	12		11590		2262		2609		-169		519						
	13		11731		2263		2530		-683		612						
	14		12218		2262		2088		-922		466						
	15		11385		2262		2147		-453		570						
	16		11741		2263		2258		-646		680						
	17		12163		2263		2482		-484		882						
	18		11738		2263		2959		776		1233						
	19		8399		2263		3531		4538		1961						
	20		6286		2264		3990		7448		2389						
	21		6006		2263		4590		7491		2375						
	22		5900		2262		4758		6727		2248						
	23		5787		2262		4532		5967		2173						
	24		6049		2263		4253		5133		1747						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
