11/01/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		267		237		237		233		702		0		0		
	2		267		237		238		237		699		0		0		
	3		267		252		238		238		678		0		0		
	4		268		260		240		239		676		0		0		
	5		268		253		237		240		673		0		0		
	6		267		246		238		264		623		0		0		
	7		267		253		237		287		604		0		0		
	8		267		255		237		291		577		772		0		
	9		266		254		238		244		496		4856		165		
	10		267		255		238		210		489		8177		336		
	11		266		256		238		201		615		8928		396		
	12		240		237		238		197		578		8769		409		
	13		207		212		237		200		599		8694		407		
	14		206		215		234		211		570		8826		400		
	15		222		246		236		220		572		8915		384		
	16		263		275		239		223		481		8357		357		
	17		264		277		238		253		531		5543		250		
	18		265		275		237		300		638		1093		27		
	19		267		273		238		287		677		0		0		
	20		268		273		238		283		699		0		0		
	21		268		272		238		283		727		0		0		
	22		267		273		237		283		755		0		0		
	23		267		263		236		272		786		0		0		
	24		267		257		236		218		720		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1652		1119		11735		4841		1657						
	2		1653		1121		11440		4477		1586						
	3		1648		1122		11207		4291		1579						
	4		1657		1123		11327		4071		1569						
	5		1645		1124		11754		4050		1631						
	6		1610		1125		12106		4811		2067						
	7		1620		1127		14072		4955		2296						
	8		2398		1127		14821		4752		2571						
	9		6519		1129		12189		3728		1989						
	10		9972		1125		9344		2861		1436						
	11		10900		1120		7920		2551		1356						
	12		10668		1121		7803		2552		1154						
	13		10555		1122		7596		2345		1182						
	14		10663		1122		7669		3011		852						
	15		10797		1123		8030		3191		751						
	16		10196		1123		8643		3335		1039						
	17		7356		1122		10732		4351		1548						
	18		2836		1122		13108		6588		2421						
	19		1722		1121		14039		7120		3202						
	20		1719		1120		13737		7214		3086						
	21		1746		1118		13543		7241		2406						
	22		1773		1118		13405		6459		2310						
	23		1782		1119		12596		5934		2159						
	24		1653		1118		11495		5949		1823						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
