04/20/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		910		235		219		227		3902		0		0		
	2		902		237		219		220		4217		0		0		
	3		871		236		219		214		4405		0		0		
	4		874		238		219		213		4037		0		0		
	5		877		241		220		220		3606		0		0		
	6		877		239		219		243		3462		0		0		
	7		854		237		218		251		3173		525		0		
	8		876		237		219		238		2637		3781		123		
	9		873		247		220		242		2476		5634		311		
	10		866		248		219		239		2415		6034		363		
	11		863		244		217		228		2888		7259		368		
	12		860		249		225		229		2842		8438		369		
	13		826		253		212		233		3135		7467		330		
	14		841		250		191		239		2767		7348		11		
	15		836		253		191		237		3013		7173		0		
	16		862		257		203		250		3777		6941		0		
	17		864		273		210		260		3842		7167		0		
	18		866		269		210		269		3732		5697		0		
	19		866		270		203		281		3745		2018		0		
	20		867		269		199		281		3365		81		0		
	21		862		269		199		281		3719		0		0		
	22		871		263		215		261		3800		0		0		
	23		863		259		215		253		4065		0		0		
	24		873		263		216		249		4211		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5459		2260		3584		4917		2187						
	2		5761		2260		3284		4512		2004						
	3		5909		2260		3120		4611		1847						
	4		5543		2261		3367		4765		1788						
	5		5125		2262		3652		4948		2117						
	6		5000		2263		3663		5249		2691						
	7		5258		2262		3905		5348		3105						
	8		8111		2262		3757		4206		2293						
	9		10004		2264		3682		3102		2058						
	10		10384		2265		3656		3636		1630						
	11		12068		2264		3482		2267		1439						
	12		13212		2263		3149		1347		1145						
	13		12456		2262		3097		1389		1197						
	14		11647		2260		2986		1773		1277						
	15		11702		2260		3101		1663		1288						
	16		12290		2261		3200		1115		1147						
	17		12616		2262		3309		676		1516						
	18		11043		2263		3666		2226		1999						
	19		7383		2263		4857		4783		3075						
	20		5062		2264		5514		7386		3399						
	21		5307		2265		5367		7510		3543						
	22		5388		2266		5184		6764		3340						
	23		5622		2264		4779		6099		2800						
	24		5775		2264		4198		5373		2540						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
