04/29/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		905		279		224		335		1894		0		0		
	2		909		280		224		335		1806		0		0		
	3		911		280		225		336		1559		0		0		
	4		911		280		224		336		1573		0		0		
	5		911		279		223		332		1365		0		0		
	6		912		283		223		331		1561		0		0		
	7		916		279		223		324		1425		897		27		
	8		916		281		222		338		1449		5095		236		
	9		908		282		216		325		1436		8172		281		
	10		897		267		199		320		1300		9636		262		
	11		859		259		190		324		1284		10340		230		
	12		858		268		198		330		1310		10395		252		
	13		861		276		206		336		1385		10867		244		
	14		902		279		208		331		1543		10342		266		
	15		898		269		199		336		1694		9282		249		
	16		901		269		193		345		1773		8412		83		
	17		902		288		208		348		2076		5618		0		
	18		899		283		209		349		2544		4928		0		
	19		900		284		211		348		2993		1650		0		
	20		905		280		215		347		3478		110		0		
	21		911		283		215		347		3778		0		0		
	22		917		291		216		347		3666		0		0		
	23		917		292		216		348		3602		0		0		
	24		917		292		217		348		3931		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3605		2277		6183		7647		2658						
	2		3523		2278		5189		7659		2513						
	3		3279		2277		4593		7971		2380						
	4		3291		2277		4325		7864		2403						
	5		3075		2277		4341		7903		2732						
	6		3275		2276		4393		8195		3037						
	7		4092		2274		4601		8063		2945						
	8		8538		2273		3681		5879		2064						
	9		11620		2272		3537		3920		1494						
	10		12881		2272		3742		2640		1452						
	11		13485		2271		3675		2302		1397						
	12		13610		2271		3837		2324		1470						
	13		14176		2271		3860		2238		1554						
	14		13872		2272		4287		3043		1535						
	15		12926		2271		5114		3452		1875						
	16		11977		2272		6333		4039		2046						
	17		9440		2274		7567		6001		2291						
	18		9212		2274		7846		5218		3141						
	19		6386		2274		8795		6587		3834						
	20		5335		2275		8630		7757		4001						
	21		5511		2274		8127		8048		4023						
	22		5414		2274		7511		7913		3672						
	23		5354		2276		6357		7638		3304						
	24		5684		2276		5358		7228		2663						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
