10/16/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		957		303		205		273		506		0		0		
	2		957		303		204		269		514		0		0		
	3		957		309		204		270		530		0		0		
	4		957		312		205		270		444		0		0		
	5		955		314		204		270		412		0		0		
	6		953		321		204		273		462		0		0		
	7		951		327		203		291		456		0		0		
	8		952		329		199		288		425		1300		4		
	9		952		333		195		260		336		5253		140		
	10		950		335		195		235		366		7573		316		
	11		948		335		195		236		609		8305		337		
	12		947		344		194		236		693		8318		316		
	13		945		333		196		238		755		8614		282		
	14		945		342		197		256		769		7850		301		
	15		944		340		198		261		809		6787		111		
	16		945		342		198		262		876		5639		8		
	17		948		348		197		270		1077		3905		23		
	18		946		356		199		296		1473		1330		0		
	19		940		355		211		290		1770		66		0		
	20		939		354		214		290		2127		0		0		
	21		939		339		214		270		2711		0		0		
	22		938		337		214		267		3263		0		0		
	23		939		320		213		268		3185		0		0		
	24		939		313		213		266		2925		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2201		1135		9165		6556		2505						
	2		2205		1135		8803		6468		2072						
	3		2228		1134		8766		6124		1830						
	4		2144		1135		8919		6046		1720						
	5		2112		1135		9431		6065		1865						
	6		2168		1135		10156		6141		2301						
	7		2192		1134		10444		7039		3123						
	8		3497		1134		10129		7199		3116						
	9		7470		1135		8768		5561		2191						
	10		9969		1135		7998		4711		1402						
	11		10965		1134		7291		4432		1357						
	12		11049		1134		7528		4440		1350						
	13		11363		1135		7689		4230		1380						
	14		10661		1135		9023		4549		1498						
	15		9451		1134		10164		5188		2135						
	16		8270		1133		10860		5488		3009						
	17		6767		1133		11921		6061		2975						
	18		4600		1134		12732		7361		3116						
	19		3631		1134		13177		8258		3622						
	20		3915		1134		13068		8154		3439						
	21		4463		1135		12019		7607		3309						
	22		5009		1136		10498		7481		2766						
	23		4917		1136		9488		6931		2422						
	24		4647		1137		8524		6678		2047						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
