10/27/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		264		285		219		201		3082		0		0		
	2		264		280		216		200		3344		0		0		
	3		265		284		214		197		3364		0		0		
	4		266		285		210		181		3063		0		0		
	5		266		285		213		199		2836		0		0		
	6		265		288		213		200		2799		0		0		
	7		265		288		214		200		2824		0		0		
	8		266		284		213		197		3131		778		0		
	9		266		288		208		180		3235		4706		84		
	10		265		284		210		180		2760		7093		255		
	11		265		284		213		182		2421		7972		347		
	12		265		285		206		182		2814		8165		368		
	13		264		287		203		182		2836		8302		365		
	14		264		288		201		181		2787		8347		357		
	15		265		290		201		180		2756		8001		348		
	16		265		290		203		202		3020		6961		310		
	17		265		290		203		197		3409		4381		176		
	18		265		287		203		196		3319		900		9		
	19		264		285		205		195		3192		0		0		
	20		265		283		205		195		2646		0		0		
	21		265		283		205		195		2467		0		0		
	22		265		284		204		195		2695		0		0		
	23		266		282		205		176		3063		0		0		
	24		267		283		204		174		3134		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4007		1124		7563		6285		1165						
	2		4261		1124		6898		5924		1010						
	3		4282		1124		6194		6034		1004						
	4		3961		1124		6120		6037		1002						
	5		3754		1124		5957		6212		1051						
	6		3721		1124		5611		5957		1599						
	7		3746		1125		6001		5948		1778						
	8		4868		1126		5567		5692		1502						
	9		8967		1127		3430		4016		1286						
	10		11046		1127		2238		2978		1346						
	11		11683		1127		1898		2374		1352						
	12		12285		1126		1529		2038		1345						
	13		12440		1125		1509		1901		1359						
	14		12425		1125		1830		2043		1115						
	15		12041		1124		2349		1985		1455						
	16		11251		1122		3241		2873		1381						
	17		8921		1122		5325		3934		1665						
	18		5178		1122		7656		6278		2201						
	19		4120		1123		9535		6645		2374						
	20		3563		1124		10111		6715		2397						
	21		3384		1125		9737		6864		2197						
	22		3611		1126		9040		6669		1980						
	23		3961		1126		8298		5752		1866						
	24		4029		1127		7400		5562		1564						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
