12/17/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		757		325		217		257		796		0		0		
	2		757		325		217		264		1000		0		0		
	3		757		328		217		264		958		0		0		
	4		757		325		217		271		852		0		0		
	5		756		331		218		271		944		0		0		
	6		752		338		217		281		1018		0		0		
	7		752		346		218		286		1059		6		0		
	8		754		351		217		302		939		1378		10		
	9		754		350		216		284		795		4016		232		
	10		748		345		211		259		943		5793		380		
	11		748		347		212		248		1122		6324		368		
	12		746		345		216		249		1168		6536		346		
	13		747		339		219		262		1435		6070		293		
	14		746		339		220		277		1570		5147		233		
	15		739		341		219		289		1570		3613		71		
	16		738		349		213		300		1388		1833		0		
	17		753		354		198		316		1237		143		0		
	18		758		345		191		362		1557		0		0		
	19		759		347		197		363		1552		0		0		
	20		759		347		193		366		1387		0		0		
	21		759		344		200		330		1416		0		0		
	22		757		345		211		325		1342		0		0		
	23		756		320		211		312		1314		0		0		
	24		755		306		212		296		1150		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2327		1104		10316		7100		2067						
	2		2539		1104		10046		6403		2009						
	3		2499		1105		9951		5863		2149						
	4		2397		1105		10041		5768		2201						
	5		2493		1105		10044		6423		2110						
	6		2579		1106		10727		6851		2642						
	7		2667		1111		12100		7691		3036						
	8		3952		1123		12119		7748		2878						
	9		6648		1126		10790		6679		2012						
	10		8679		1107		9587		5555		1370						
	11		9369		1109		9332		4192		1292						
	12		9607		1111		8862		3617		1254						
	13		9365		1113		8693		3726		1244						
	14		8533		1115		9131		4554		1262						
	15		6843		1138		10081		5511		1453						
	16		4822		1139		11471		6399		2095						
	17		3001		1140		13192		7295		3003						
	18		3192		1140		13913		8344		3511						
	19		3196		1139		13521		8884		3612						
	20		3029		1139		13882		8375		3636						
	21		3027		1140		13708		8178		3346						
	22		2958		1140		12947		8016		3029						
	23		2891		1140		12227		6986		2782						
	24		2696		1140		11532		6521		2148						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
