03/17/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		948		268		213		152		1473		0		0		
	2		950		268		213		150		1345		0		0		
	3		950		270		213		148		1119		0		0		
	4		951		268		212		143		1144		0		0		
	5		968		261		212		107		973		0		0		
	6		969		253		211		118		959		0		0		
	7		970		260		211		161		850		0		7		
	8		970		263		210		195		849		1086		48		
	9		968		264		211		196		1116		4609		49		
	10		966		254		211		155		882		6885		48		
	11		966		248		210		142		885		8107		48		
	12		964		247		212		145		1066		8319		46		
	13		962		223		214		147		1282		7950		126		
	14		963		222		214		142		1493		7937		170		
	15		964		220		212		140		1550		7601		119		
	16		964		227		211		145		1541		7099		81		
	17		936		252		213		149		1193		6791		51		
	18		965		263		215		175		959		4398		50		
	19		964		263		215		180		963		794		50		
	20		964		260		215		211		1060		12		15		
	21		949		264		214		176		1100		0		0		
	22		949		264		214		156		1574		0		0		
	23		950		251		214		106		1833		0		0		
	24		956		245		214		99		2046		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3017		2244		10202		5161		867						
	2		2890		2245		9869		4739		846						
	3		2664		2246		10034		4324		819						
	4		2683		2246		10135		4052		846						
	5		2485		2247		10759		3998		1047						
	6		2472		2247		11511		4370		1221						
	7		2431		2247		13025		4621		1468						
	8		3621		2247		12837		4498		1639						
	9		7413		2247		10526		3369		1142						
	10		9401		2246		8896		2333		878						
	11		10606		2247		8488		1395		469						
	12		10999		2246		7841		1070		282						
	13		10903		2242		7753		877		243						
	14		11142		2241		7421		664		293						
	15		10806		2240		7487		1106		272						
	16		10269		2240		7607		1668		271						
	17		9584		2240		8486		1493		713						
	18		7026		2240		9963		2981		1251						
	19		3428		2240		11879		5335		2189						
	20		2738		2242		12933		6158		2617						
	21		2668		2243		13096		6091		2315						
	22		3123		2243		12364		5938		1765						
	23		3320		2243		11743		5289		1375						
	24		3525		2243		10449		5129		1080						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
