05/29/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		920		304		192		352		2340		0		0		
	2		920		298		193		352		1910		0		0		
	3		922		296		194		352		1688		0		0		
	4		924		296		194		351		1707		0		0		
	5		921		302		193		354		1754		0		0		
	6		923		306		186		355		1588		24		0		
	7		926		320		189		368		1351		1434		43		
	8		923		322		189		366		1261		4925		266		
	9		916		324		187		366		1279		8124		370		
	10		911		312		187		357		1341		8546		371		
	11		905		298		183		357		1478		8948		375		
	12		901		302		187		359		1332		9113		367		
	13		898		304		188		360		1533		9167		364		
	14		896		304		188		366		1640		8845		360		
	15		896		304		188		364		2014		8491		346		
	16		896		308		188		363		2585		7719		119		
	17		900		321		187		378		2928		5521		6		
	18		904		318		187		415		2971		3963		0		
	19		912		310		188		427		2924		2554		0		
	20		916		312		191		429		3154		535		0		
	21		919		312		191		430		3279		0		0		
	22		923		314		190		431		3319		0		0		
	23		926		297		189		386		3383		0		0		
	24		928		291		190		379		3011		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4127		2267		5697		10131		2700						
	2		3667		2265		5061		10121		2448						
	3		3434		2264		4537		10376		2123						
	4		3446		2264		4527		9950		2001						
	5		3500		2264		4791		9555		2077						
	6		3379		2264		4833		9799		2560						
	7		4501		2265		4781		9669		2272						
	8		7956		2265		4527		7812		1984						
	9		11397		2266		3725		5869		1862						
	10		11918		2267		4147		5099		2031						
	11		12447		2264		4510		4448		2042						
	12		12454		2262		4818		4444		2094						
	13		12713		2262		4947		4290		2374						
	14		12495		2263		5220		4491		2600						
	15		12517		2264		5442		4737		2701						
	16		12132		2264		6116		4856		2987						
	17		10244		2266		7047		5948		3465						
	18		8716		2269		8940		5750		3596						
	19		7403		2269		8987		6589		4109						
	20		5574		2266		8444		8357		4480						
	21		5112		2264		7980		9318		4360						
	22		5140		2264		7372		9222		4032						
	23		5174		2265		6410		8902		3548						
	24		4796		2266		5974		8698		2902						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
