01/26/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		893		345		224		207		529		0		0		
	2		892		347		224		203		610		0		0		
	3		892		345		224		202		802		0		0		
	4		892		345		225		203		948		0		0		
	5		892		354		225		205		1159		0		0		
	6		892		361		225		208		1127		0		0		
	7		892		368		225		233		1380		14		0		
	8		893		366		225		223		1804		1203		0		
	9		894		368		223		221		2092		3673		0		
	10		893		359		219		228		2113		5051		0		
	11		893		347		222		228		2573		6032		0		
	12		893		344		222		227		2874		6689		0		
	13		892		352		220		226		2946		7123		0		
	14		892		300		217		229		3125		6598		0		
	15		892		290		221		229		2962		6381		78		
	16		894		293		221		236		2506		4524		21		
	17		894		300		221		287		2689		1267		0		
	18		896		308		222		338		2980		12		0		
	19		893		337		222		336		3010		0		0		
	20		892		350		223		301		3057		0		0		
	21		897		349		222		276		3010		0		0		
	22		900		351		222		242		3082		0		0		
	23		900		334		220		235		3162		0		0		
	24		900		327		220		231		3102		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2188		2274		5493		8481		1876						
	2		2266		2274		5234		8164		1637						
	3		2456		2272		4370		8376		1538						
	4		2603		2271		3926		8426		1535						
	5		2826		2271		3851		8173		1600						
	6		2801		2272		4073		8318		1664						
	7		3112		2271		4301		8445		1754						
	8		4713		2271		4350		7509		1520						
	9		7473		2272		3519		6215		1354						
	10		8863		2273		2926		5667		1113						
	11		10295		2272		3363		4276		706						
	12		11249		2271		3199		3024		761						
	13		11760		2271		2975		2253		682						
	14		11362		2271		3396		2377		711						
	15		11054		2271		3690		2736		616						
	16		8695		2269		4264		4112		1301						
	17		5659		2268		5833		6202		2188						
	18		4757		2270		6511		8485		2587						
	19		4794		2270		6970		9003		2640						
	20		4814		2268		7243		8639		2495						
	21		4745		2269		7024		8542		2343						
	22		4787		2272		6869		7976		1998						
	23		4840		2272		5753		7839		1754						
	24		4768		2272		5214		6954		1735						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
