02/28/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		821		338		215		135		330		0		0		
	2		821		339		215		136		346		0		0		
	3		823		340		215		135		383		0		0		
	4		811		340		215		133		474		0		0		
	5		795		340		216		134		473		0		0		
	6		752		342		215		183		412		0		0		
	7		756		344		215		186		358		108		0		
	8		757		346		213		190		235		1790		0		
	9		756		346		211		186		173		4865		0		
	10		753		347		210		175		119		6408		0		
	11		749		349		209		170		111		7533		72		
	12		750		358		212		174		95		8347		252		
	13		747		361		213		174		79		8919		230		
	14		745		360		213		172		104		8213		159		
	15		744		354		213		173		107		7327		115		
	16		746		348		214		176		133		5938		63		
	17		746		357		210		200		247		3050		63		
	18		748		358		214		211		452		228		1		
	19		750		368		214		211		561		0		0		
	20		753		367		215		203		810		0		0		
	21		756		365		216		189		1070		0		0		
	22		757		366		215		177		1288		0		0		
	23		758		358		215		176		1464		0		0		
	24		759		364		215		170		1812		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1803		2264		7088		8701		1081						
	2		1821		2264		6470		8624		1090						
	3		1858		2264		6338		8236		1067						
	4		1934		2263		6120		8370		1006						
	5		1920		2263		6425		8472		1071						
	6		1866		2263		7064		8855		1445						
	7		1966		2263		8140		9236		1922						
	8		3530		2262		8349		8447		1748						
	9		6536		2263		7061		6747		1175						
	10		8013		2263		6273		5644		980						
	11		9194		2263		6229		4465		974						
	12		10189		2263		6208		3474		970						
	13		10724		2264		6282		3067		896						
	14		9966		2263		6372		4183		1030						
	15		9034		2262		6697		5506		881						
	16		7617		2262		7746		6448		983						
	17		4874		2261		8729		7811		1919						
	18		2212		2260		9582		9896		2464						
	19		2068		2261		9851		10564		2672						
	20		2312		2262		9556		10100		2567						
	21		2559		2263		9255		9508		2308						
	22		2767		2263		8676		9100		1966						
	23		2933		2263		7765		9038		1310						
	24		3284		2264		6229		8804		1180						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
