04/15/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		856		246		178		229		1127		0		0		
	2		862		243		174		240		1252		0		0		
	3		861		249		173		241		1471		0		0		
	4		862		247		176		242		1365		0		0		
	5		864		254		173		235		941		0		0		
	6		879		257		169		253		969		0		0		
	7		888		265		167		256		1002		454		0		
	8		900		267		170		254		791		4692		166		
	9		898		270		170		248		669		9112		339		
	10		894		258		169		234		588		10449		372		
	11		889		254		172		207		697		10433		376		
	12		882		247		171		184		709		10112		375		
	13		886		250		171		186		738		9890		375		
	14		873		249		175		192		928		9695		374		
	15		876		250		174		203		1479		9416		374		
	16		876		254		174		204		1960		9251		374		
	17		873		268		175		203		2563		8307		362		
	18		886		266		174		225		3012		7241		317		
	19		890		264		172		227		3059		2873		130		
	20		891		270		182		227		3101		117		0		
	21		894		265		182		227		3360		0		0		
	22		897		265		182		227		3358		0		0		
	23		901		262		182		224		3323		0		0		
	24		909		267		183		201		3339		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2602		2264		6424		6833		1367						
	2		2737		2263		5983		6506		1327						
	3		2961		2262		5349		6495		1254						
	4		2858		2264		5327		6489		1253						
	5		2433		2265		5695		6729		1402						
	6		2490		2264		5878		7067		1688						
	7		3032		2263		5652		7701		1784						
	8		7240		2262		4474		5147		1517						
	9		11707		2261		2811		2060		1264						
	10		12965		2260		2501		224		1255						
	11		13029		2260		2196		-75		1162						
	12		12680		2261		2055		211		1058						
	13		12496		2261		2005		434		1076						
	14		12486		2259		2052		609		939						
	15		12771		2258		2005		543		963						
	16		13092		2260		2063		653		1147						
	17		12750		2260		2592		1219		1373						
	18		12121		2260		3317		2730		1427						
	19		7614		2261		5322		5725		2259						
	20		4787		2262		6379		8142		2657						
	21		4915		2262		6552		8210		2456						
	22		4916		2263		6297		7694		2213						
	23		4879		2264		6107		6586		1947						
	24		4884		2266		5468		6138		1579						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
