10/07/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		966		250		226		276		425		0		0		
	2		957		245		235		276		270		0		0		
	3		958		243		234		274		212		0		0		
	4		950		248		233		273		177		0		0		
	5		948		254		231		273		141		0		0		
	6		949		260		232		271		148		0		0		
	7		941		275		229		292		150		0		0		
	8		891		276		226		298		146		1852		35		
	9		841		274		229		278		132		6428		301		
	10		881		270		225		263		144		7850		464		
	11		869		269		221		260		172		8992		481		
	12		923		262		226		261		199		9900		476		
	13		907		254		228		262		249		9932		470		
	14		930		235		228		260		284		9975		469		
	15		904		230		225		262		354		9775		467		
	16		858		227		225		270		469		9474		456		
	17		854		246		229		296		709		7869		389		
	18		895		279		231		314		1177		3486		167		
	19		879		279		232		323		1306		537		0		
	20		840		278		232		325		1555		0		0		
	21		901		234		232		324		1709		0		0		
	22		923		233		232		305		1985		0		0		
	23		925		221		232		305		2154		0		0		
	24		930		217		232		301		2329		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2105		1135		9899		5725		2146						
	2		1944		1135		9642		5509		2021						
	3		1883		1136		9423		5500		1830						
	4		1841		1135		9590		5220		1837						
	5		1807		1135		9824		5183		2136						
	6		1819		1136		10397		5653		2398						
	7		1871		1136		10474		7510		2601						
	8		3725		1136		9945		7268		2829						
	9		8483		1137		8562		5173		1877						
	10		10098		1137		7879		4181		1900						
	11		11265		1136		7806		3302		1768						
	12		12247		1135		7555		2920		1770						
	13		12302		1135		7749		3318		1816						
	14		12382		1135		8373		3482		1865						
	15		12216		1135		9113		4125		2016						
	16		11978		1135		10219		4417		2386						
	17		10592		1134		11653		5252		2856						
	18		6550		1135		14266		6785		3380						
	19		3555		1135		15083		8104		3747						
	20		3193		1136		15101		8421		3721						
	21		3365		1137		14427		7867		3493						
	22		3642		1136		12809		7216		3352						
	23		3799		1135		11194		6293		3272						
	24		3972		1135		10022		5844		2802						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
