01/15/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		692		287		222		150		3581		0		0		
	2		692		290		221		144		3283		0		0		
	3		692		292		222		140		3097		0		0		
	4		692		294		221		138		2848		0		0		
	5		693		294		222		141		2320		0		0		
	6		693		299		222		211		1630		0		0		
	7		692		304		220		232		964		0		0		
	8		691		309		217		274		703		1251		0		
	9		688		307		213		234		459		5528		95		
	10		676		290		211		224		293		7316		196		
	11		672		282		212		218		208		7522		203		
	12		669		292		212		212		226		7243		211		
	13		670		315		203		211		258		6677		197		
	14		671		316		203		194		241		7165		112		
	15		672		321		213		188		197		6970		135		
	16		676		325		216		215		179		4882		25		
	17		687		336		217		241		311		1067		0		
	18		688		335		217		321		395		5		0		
	19		687		332		217		292		461		6		0		
	20		687		333		221		288		582		6		0		
	21		686		331		220		250		760		5		0		
	22		687		324		220		213		772		5		0		
	23		686		308		219		203		804		4		0		
	24		684		306		219		181		983		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4897		2277		7635		5445		1001						
	2		4593		2278		7435		5368		898						
	3		4407		2279		7509		5195		860						
	4		4158		2278		7724		5179		936						
	5		3632		2279		8329		5679		1106						
	6		3016		2279		9131		6537		1835						
	7		2385		2277		11404		6847		2704						
	8		3445		2276		11078		7232		3038						
	9		7524		2278		9252		5247		2015						
	10		9207		2278		8487		3673		1215						
	11		9317		2277		8122		2799		1142						
	12		9065		2277		7899		2466		1141						
	13		8532		2278		7920		2666		1089						
	14		8902		2278		8015		2141		1245						
	15		8695		2276		7933		2913		1209						
	16		6519		2276		9662		4101		1404						
	17		2858		2277		11119		6422		2723						
	18		1962		2275		12554		7735		3379						
	19		1995		2274		12473		8291		3508						
	20		2115		2273		11723		8393		3655						
	21		2253		2274		11369		8294		3322						
	22		2220		2274		10914		8077		2771						
	23		2223		2274		10126		7683		2131						
	24		2347		2275		9494		7221		1358						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
