05/18/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		884		258		214		322		2151		0		0		
	2		880		275		214		324		2104		0		0		
	3		895		279		214		323		1913		0		0		
	4		889		278		214		323		1877		0		0		
	5		895		281		213		330		1604		0		0		
	6		883		274		211		335		1670		0		0		
	7		880		269		197		343		1581		1179		41		
	8		869		270		193		344		1309		4230		290		
	9		875		264		186		342		1466		6623		360		
	10		874		254		183		345		1521		7967		370		
	11		871		250		186		344		1816		8825		373		
	12		861		253		189		347		2188		9170		374		
	13		870		247		190		347		2846		9715		377		
	14		876		249		192		357		2851		9775		377		
	15		880		242		193		357		2602		9793		374		
	16		884		244		193		361		2700		9211		361		
	17		883		263		197		373		2636		8580		359		
	18		885		263		201		373		2667		6989		323		
	19		878		260		201		370		2350		3188		197		
	20		880		258		202		371		2071		406		3		
	21		868		264		202		370		2179		0		0		
	22		874		265		202		369		3218		0		0		
	23		881		262		201		360		3738		0		0		
	24		885		258		201		354		3793		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3794		2273		3314		8838		2493						
	2		3763		2271		2951		8769		2317						
	3		3588		2271		2897		8720		2147						
	4		3543		2271		2882		8573		2156						
	5		3284		2273		3119		8462		2598						
	6		3359		2273		3393		8607		2964						
	7		4489		2273		3280		8185		3067						
	8		7504		2270		3110		6078		2591						
	9		10116		2270		2864		4490		2151						
	10		11513		2268		2531		3359		2156						
	11		12665		2270		2436		2534		2057						
	12		13383		2271		2541		2244		1798						
	13		14592		2271		2318		1436		1615						
	14		14678		2273		2358		1227		1814						
	15		14441		2273		2483		924		1872						
	16		13954		2271		2950		1007		1882						
	17		13291		2270		3549		1303		2161						
	18		11701		2272		4170		2263		2926						
	19		7445		2273		5024		5628		3941						
	20		4190		2274		5834		8534		4074						
	21		3865		2273		6113		9248		4058						
	22		4907		2272		5299		8419		3832						
	23		5422		2274		4611		7480		3419						
	24		5471		2274		3594		7545		2930						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
