11/08/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		491		311		208		289		246		0		0		
	2		491		309		212		297		228		0		0		
	3		491		311		212		298		263		0		0		
	4		491		311		213		300		298		0		0		
	5		491		313		212		299		328		0		0		
	6		491		313		212		309		321		0		0		
	7		491		320		212		329		331		464		0		
	8		491		322		212		330		415		4003		125		
	9		490		324		212		267		458		7574		354		
	10		489		323		212		238		527		8395		437		
	11		488		324		212		238		533		8307		436		
	12		487		319		202		249		663		8416		426		
	13		486		319		212		250		641		8462		413		
	14		485		320		214		269		538		8345		406		
	15		486		321		214		261		398		7719		366		
	16		486		324		214		269		497		4587		246		
	17		489		326		213		301		523		681		10		
	18		491		324		217		309		554		0		0		
	19		491		324		225		310		668		0		0		
	20		490		323		224		311		719		0		0		
	21		491		324		224		298		668		0		0		
	22		491		324		225		306		630		0		0		
	23		491		315		225		286		639		0		0		
	24		516		312		225		275		579		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1505		1112		10248		6766		1534						
	2		1496		1110		9680		6765		1304						
	3		1535		1111		9393		6601		1243						
	4		1570		1111		9438		6354		1325						
	5		1600		1111		9801		6254		1572						
	6		1601		1113		10465		6746		1886						
	7		2148		1113		10779		7443		2246						
	8		5898		1112		9627		6302		1764						
	9		9678		1111		7781		5144		1036						
	10		10620		1111		7833		4757		500						
	11		10538		1111		7788		4865		395						
	12		10763		1112		7707		4839		374						
	13		10782		1113		8145		4871		356						
	14		10577		1113		8524		5110		626						
	15		9764		1113		8780		5549		1303						
	16		6623		1112		10822		6508		2215						
	17		2543		1112		13564		7925		2796						
	18		1858		1112		13707		9420		2959						
	19		1982		1112		13293		9126		2979						
	20		2032		1111		12992		8642		2762						
	21		1968		1112		12392		8637		2577						
	22		1938		1114		11931		8355		2312						
	23		1918		1115		10887		7960		2180						
	24		1869		1114		10132		7271		2102						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
