11/27/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		746		330		223		253		1731		0		0		
	2		746		323		226		243		1800		0		0		
	3		745		317		226		221		2208		0		0		
	4		746		299		222		222		2267		0		0		
	5		747		280		227		229		2128		0		0		
	6		746		287		227		280		1661		0		0		
	7		746		307		228		282		1346		3		0		
	8		747		328		226		280		1204		690		0		
	9		747		333		213		263		1750		2235		0		
	10		747		337		215		258		1777		3227		0		
	11		747		335		217		264		1793		3631		46		
	12		746		333		216		263		1995		4013		43		
	13		745		329		218		252		1833		3400		0		
	14		746		331		217		253		1578		3374		0		
	15		746		339		216		252		1496		3094		0		
	16		746		335		216		281		1807		1883		0		
	17		748		337		214		304		1885		119		0		
	18		748		334		215		321		1586		0		0		
	19		747		335		217		308		1449		0		0		
	20		747		338		224		322		1322		0		0		
	21		747		339		224		320		1299		0		0		
	22		747		336		221		300		1298		0		0		
	23		747		330		221		299		1216		0		0		
	24		747		331		221		294		1144		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3254		1123		8138		7691		1224						
	2		3308		1123		8020		7066		1112						
	3		3687		1122		7494		6827		1061						
	4		3724		1119		7541		6712		1024						
	5		3577		1120		7818		6790		1316						
	6		3168		1121		8499		7218		2032						
	7		2912		1122		9457		8179		2253						
	8		3475		1123		9852		8560		2099						
	9		5542		1123		9368		7885		1756						
	10		6561		1123		9407		7263		1377						
	11		7033		1122		9503		7041		980						
	12		7610		1121		9355		6354		956						
	13		6777		1121		9591		7043		888						
	14		6498		1120		9578		7365		910						
	15		6143		1120		9918		6952		1243						
	16		5268		1118		10153		7586		1612						
	17		3606		1118		10768		8637		2919						
	18		3177		1118		11203		9858		3293						
	19		3030		1119		10540		10261		3456						
	20		2928		1119		10659		9857		3291						
	21		2902		1120		10775		9563		2828						
	22		2876		1121		9938		9722		2503						
	23		2786		1121		9218		9186		2172						
	24		2710		1122		8144		8815		1994						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
