03/10/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		875		233		201		148		622		0		0		
	2		877		224		201		149		704		0		0		
	3		878		223		202		150		914		0		0		
	4		873		224		202		150		1019		0		0		
	5		883		230		202		149		1217		0		0		
	6		892		240		201		150		1152		0		0		
	7		891		246		200		152		1152		0		0		
	8		884		246		197		154		1588		183		0		
	9		869		247		196		155		2024		1334		0		
	10		832		223		195		149		2205		2665		0		
	11		839		222		196		148		2441		3556		0		
	12		862		222		196		146		2865		3997		0		
	13		899		239		194		143		2525		4311		0		
	14		895		239		200		146		2286		3936		0		
	15		891		238		199		148		2462		3171		0		
	16		874		239		199		149		2366		2169		0		
	17		874		254		200		151		2332		1547		0		
	18		884		255		200		150		1768		891		0		
	19		893		254		200		152		1599		86		0		
	20		888		256		200		197		1152		0		0		
	21		893		255		199		164		886		0		0		
	22		897		255		199		159		934		0		0		
	23		882		240		199		150		1038		0		0		
	24		878		233		199		148		1008		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2048		2249		9141		6153		1677						
	2		2125		2248		8822		5801		1393						
	3		2338		2247		8507		5634		1268						
	4		2437		2246		8463		5502		1230						
	5		2651		2246		8759		5495		1249						
	6		2603		2245		9566		5964		1318						
	7		2609		2246		10788		6813		1672						
	8		3250		2247		11879		6597		1854						
	9		4825		2249		11388		5907		1496						
	10		6270		2249		10739		5111		1073						
	11		7401		2250		9249		5230		607						
	12		8288		2252		8145		4767		583						
	13		8312		2252		8477		4860		265						
	14		7703		2250		8992		5001		258						
	15		7108		2249		8723		5421		507						
	16		5997		2247		9008		6187		748						
	17		5358		2246		9034		6676		991						
	18		4149		2246		10152		7271		1312						
	19		3185		2246		10460		8381		1883						
	20		2662		2246		11482		8586		2397						
	21		2367		2247		11776		8068		2491						
	22		2415		2248		11162		7792		2261						
	23		2479		2250		10311		7600		1434						
	24		2436		2250		9023		7506		1224						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
