12/11/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		730		338		193		226		589		0		0		
	2		729		338		194		226		657		0		0		
	3		729		341		194		226		1078		0		0		
	4		729		338		194		224		1569		0		0		
	5		728		340		193		186		1560		0		0		
	6		729		347		193		255		944		0		0		
	7		728		357		192		307		788		0		0		
	8		695		361		190		306		737		1581		0		
	9		650		363		169		309		951		4097		0		
	10		653		364		168		267		1070		5267		123		
	11		649		357		165		248		885		5190		326		
	12		619		348		166		203		983		5237		316		
	13		618		353		168		197		1062		5404		388		
	14		616		356		171		243		1303		5182		181		
	15		617		359		169		258		1533		4199		154		
	16		619		364		168		294		1791		2362		138		
	17		621		369		170		356		1782		177		0		
	18		621		361		183		376		1601		0		0		
	19		621		362		187		381		1674		0		0		
	20		621		358		192		381		1879		0		0		
	21		620		356		192		346		2129		0		0		
	22		621		359		191		318		1835		0		0		
	23		625		341		191		300		1585		0		0		
	24		547		334		192		273		1598		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2048		478		10624		7171		1615						
	2		2114		478		10638		6526		1466						
	3		2538		478		10455		6367		1137						
	4		3022		477		10126		6094		1087						
	5		2978		492		10519		6163		1310						
	6		2437		519		10997		7157		1871						
	7		2366		616		11470		8495		2462						
	8		3871		742		11782		7744		2449						
	9		6538		870		11222		5615		1964						
	10		7912		995		10326		4734		1677						
	11		7819		1070		10018		4778		1537						
	12		7872		1088		10131		4671		1406						
	13		8189		1084		10344		4558		1138						
	14		8052		1096		10583		4457		1239						
	15		7288		1098		11337		5085		1167						
	16		5735		1098		11286		5729		1966						
	17		3474		1096		12248		7497		2968						
	18		3106		1096		13427		8561		3311						
	19		3188		1097		13083		8905		3155						
	20		3396		1099		12626		8744		3167						
	21		3606		1100		11969		8580		2978						
	22		3288		1100		11059		8830		2620						
	23		3005		1098		10223		8200		2377						
	24		2908		1099		9794		7262		1940						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
