02/04/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		899		353		217		233		612		0		0		
	2		899		350		217		232		612		0		0		
	3		900		356		218		234		612		0		0		
	4		899		359		218		218		612		0		0		
	5		895		352		204		205		612		0		0		
	6		895		333		195		208		612		0		0		
	7		892		328		191		214		612		37		0		
	8		891		324		191		214		612		2461		1		
	9		894		325		193		196		612		6912		76		
	10		880		313		193		193		612		8625		89		
	11		946		310		206		165		612		8876		89		
	12		946		310		207		165		612		8792		85		
	13		947		318		208		164		612		8279		88		
	14		948		317		209		162		612		8659		87		
	15		947		318		205		166		612		8184		87		
	16		948		319		211		205		612		6931		95		
	17		954		334		213		218		612		2757		41		
	18		955		331		216		281		612		96		13		
	19		955		331		218		286		612		0		3		
	20		949		331		218		289		612		0		0		
	21		940		327		218		264		612		0		0		
	22		940		319		218		211		612		0		0		
	23		948		313		217		200		612		0		0		
	24		945		311		217		200		612		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2279		2278		8938		7838		1400						
	2		2275		2279		8932		7278		1311						
	3		2285		2279		8695		7232		1258						
	4		2270		2278		9022		6937		1275						
	5		2232		2278		9268		7405		1329						
	6		2205		2278		10323		7462		2042						
	7		2274		2278		12007		8003		2457						
	8		4694		2278		10724		7973		2252						
	9		9208		2277		8515		5321		1140						
	10		10904		2276		7971		3182		631						
	11		11204		2276		7457		1878		563						
	12		11118		2277		6580		2228		475						
	13		10616		2276		6580		2693		270						
	14		10993		2275		6615		2211		369						
	15		10519		2276		6425		2661		591						
	16		9322		2276		6545		4202		892						
	17		5128		2276		8523		7713		1621						
	18		2504		2276		10823		10105		2519						
	19		2391		2276		11755		10695		2476						
	20		2361		2275		11580		10504		2681						
	21		2323		2277		11193		10674		2439						
	22		2262		2277		10550		10351		2233						
	23		2250		2276		9517		9779		1907						
	24		2246		2277		8922		9392		1165						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
