06/14/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		869		319		184		361		4508		0		0		
	2		871		318		185		360		4485		0		0		
	3		871		317		186		359		4410		0		0		
	4		870		318		185		351		4442		0		0		
	5		870		320		193		350		4354		0		0		
	6		870		328		196		359		4142		16		0		
	7		869		339		196		360		3661		1909		48		
	8		866		339		196		320		3029		3989		250		
	9		862		338		195		323		2666		4742		275		
	10		858		322		195		328		2312		5067		275		
	11		857		314		195		331		1649		6801		373		
	12		853		317		194		331		1144		7997		376		
	13		849		315		192		331		1179		8845		376		
	14		845		315		192		330		1473		9171		376		
	15		843		315		192		327		1898		9743		373		
	16		841		319		191		367		2554		10223		362		
	17		840		334		191		370		2804		10016		348		
	18		836		333		191		370		4009		8725		313		
	19		840		339		192		375		4573		5496		212		
	20		845		341		192		373		4785		1195		38		
	21		850		342		191		373		4715		0		0		
	22		852		341		191		373		4656		0		0		
	23		854		334		192		358		4528		0		0		
	24		858		324		192		346		4420		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		6200		2266		3005		9482		1474						
	2		6183		2267		2267		9623		1036						
	3		6113		2268		1821		9375		1048						
	4		6127		2268		1852		8870		979						
	5		6053		2268		1941		8626		1050						
	6		5904		2268		2047		8776		1012						
	7		7251		2271		2412		7083		751						
	8		8958		2272		2222		5526		584						
	9		9395		2271		2296		4771		534						
	10		9290		2272		2395		4469		579						
	11		10478		2272		2343		3331		538						
	12		11180		2271		2210		2974		512						
	13		12042		2270		2161		2627		543						
	14		12654		2271		2316		2671		481						
	15		13616		2272		2510		2589		521						
	16		14826		2273		2609		2579		695						
	17		14900		2274		2970		3122		1166						
	18		14835		2274		3635		3852		1711						
	19		12273		2274		4934		5831		2381						
	20		7953		2275		7174		7527		3044						
	21		6468		2275		7520		8545		3278						
	22		6370		2272		6929		9140		2807						
	23		6233		2270		5980		8964		2278						
	24		6109		2271		4860		8408		2075						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
