03/30/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		925		312		212		156		3629		0		0		
	2		925		311		212		157		3752		0		0		
	3		925		314		212		157		3602		0		0		
	4		926		313		212		156		2780		0		0		
	5		926		302		212		154		2141		0		0		
	6		925		298		211		173		1910		0		0		
	7		924		298		211		226		1742		88		0		
	8		924		304		211		196		1473		2789		23		
	9		923		300		208		169		1500		7650		172		
	10		921		294		207		158		1337		9595		224		
	11		919		288		206		156		835		10283		224		
	12		917		281		205		157		816		9998		229		
	13		917		285		204		156		1082		9372		241		
	14		915		284		205		155		1532		8895		244		
	15		913		286		209		152		1801		9157		244		
	16		910		289		209		103		2415		8291		240		
	17		912		307		209		107		3018		7093		238		
	18		913		309		209		147		3237		6341		328		
	19		914		311		209		161		3034		2002		182		
	20		918		307		209		206		3079		59		103		
	21		919		313		209		228		3177		0		0		
	22		919		330		210		229		2611		0		0		
	23		919		326		210		181		2293		0		0		
	24		921		321		211		160		2106		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5233		2261		4741		6358		702						
	2		5355		2261		4848		5866		471						
	3		5209		2258		4657		5886		475						
	4		4385		2257		5165		6195		505						
	5		3736		2258		5480		7036		560						
	6		3515		2260		5925		7609		847						
	7		3489		2261		6151		7970		1544						
	8		5920		2258		5305		7404		1288						
	9		10921		2256		3548		4488		829						
	10		12735		2257		2765		2681		697						
	11		12911		2258		2339		1906		768						
	12		12604		2260		2174		1857		612						
	13		12259		2262		1935		2208		512						
	14		12230		2263		1837		2332		501						
	15		12763		2259		2173		1752		305						
	16		12457		2260		2730		1603		353						
	17		11884		2265		3395		1701		717						
	18		11484		2266		3463		2952		1118						
	19		6814		2266		5427		6306		2081						
	20		4881		2266		6290		8338		2686						
	21		4836		2262		6289		8720		2397						
	22		4289		2262		6469		8074		2446						
	23		3919		2263		6706		7431		1779						
	24		3707		2264		6669		6740		1347						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
