10/29/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		268		267		229		173		1856		0		0		
	2		269		267		229		171		1897		0		0		
	3		266		268		230		172		1826		0		0		
	4		266		269		230		171		1759		0		0		
	5		267		271		227		166		1795		0		0		
	6		267		270		226		166		2052		0		0		
	7		268		271		226		166		2173		0		0		
	8		269		273		226		167		2261		779		0		
	9		267		274		198		161		2267		4777		123		
	10		265		273		208		145		2376		8042		265		
	11		265		275		218		144		2649		8847		291		
	12		265		274		223		143		2874		8743		325		
	13		264		271		223		160		2870		8369		365		
	14		264		269		226		147		3081		8803		401		
	15		264		265		229		147		3185		8531		379		
	16		264		267		232		147		2982		8008		371		
	17		266		271		232		170		2564		5413		285		
	18		266		270		235		188		1953		1142		41		
	19		265		267		235		188		1332		0		0		
	20		265		268		235		187		1187		0		0		
	21		265		268		235		187		1436		0		0		
	22		264		267		234		187		1768		0		0		
	23		264		262		233		178		1855		0		0		
	24		263		263		222		167		1925		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2766		1128		9190		5670		1439						
	2		2807		1128		8478		5635		1277						
	3		2736		1127		8308		5378		1256						
	4		2668		1128		8739		5453		957						
	5		2698		1128		9158		5388		1039						
	6		2951		1128		9576		5162		1662						
	7		3076		1128		11448		5204		2128						
	8		3975		1128		11333		5606		2415						
	9		8067		1129		8682		4546		1804						
	10		11574		1128		5885		3382		1586						
	11		12688		1128		5369		2242		1425						
	12		12848		1129		5756		2176		783						
	13		12522		1129		6075		2027		735						
	14		13192		1129		6228		1513		722						
	15		12999		1128		6427		1406		990						
	16		12271		1127		7074		1900		1150						
	17		9201		1127		8950		3154		1940						
	18		4095		1127		11675		5906		2770						
	19		2273		1127		14126		6415		3088						
	20		2117		1127		14330		6389		3022						
	21		2367		1127		13632		6414		2655						
	22		2695		1129		12576		6224		2363						
	23		2767		1130		12003		5428		2077						
	24		2814		1131		10656		5521		1767						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
