01/21/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		875		330		214		185		1391		0		0		
	2		800		331		215		144		1409		0		0		
	3		768		330		215		146		1464		0		0		
	4		720		328		215		147		1421		0		0		
	5		664		329		216		147		1675		0		0		
	6		664		334		215		187		1928		0		0		
	7		667		340		215		197		2003		0		0		
	8		669		341		215		197		2032		766		0		
	9		669		346		210		188		1963		3342		0		
	10		668		341		206		180		1639		4511		0		
	11		666		333		199		182		1470		5565		0		
	12		667		350		202		175		1630		6807		0		
	13		666		358		205		179		1599		6830		0		
	14		665		358		207		180		2599		6592		0		
	15		664		360		207		181		2879		5516		0		
	16		665		365		207		185		2678		4430		0		
	17		667		375		208		232		2477		1200		0		
	18		669		368		211		281		2582		0		0		
	19		671		367		211		278		2537		0		0		
	20		672		366		212		280		2594		0		0		
	21		678		369		212		241		2607		0		0		
	22		681		372		213		218		2811		0		0		
	23		684		358		214		190		2570		0		0		
	24		685		356		214		153		2350		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2976		2273		7593		6986		1240						
	2		2878		2273		7273		6678		1160						
	3		2903		2273		7159		6325		1161						
	4		2810		2274		7238		6316		1156						
	5		3010		2274		7455		6440		1194						
	6		3307		2274		7879		6800		1753						
	7		3401		2274		8479		8210		2264						
	8		4220		2273		9600		7722		2265						
	9		6718		2274		8503		6817		1542						
	10		7544		2274		8062		6161		1284						
	11		8414		2273		7732		5149		1117						
	12		9831		2275		7052		4037		1165						
	13		9838		2274		6873		4363		1133						
	14		10602		2272		6507		3925		1202						
	15		9807		2272		6486		4697		1197						
	16		8530		2272		7534		4894		1473						
	17		5159		2272		8610		7378		2483						
	18		4093		2273		9085		9501		3015						
	19		4042		2274		9291		9628		3217						
	20		4101		2273		9017		9506		3076						
	21		4083		2273		9135		8943		2634						
	22		4272		2273		8271		8511		2401						
	23		3990		2271		8251		7702		1684						
	24		3734		2271		7679		7248		1316						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
