04/02/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		884		298		210		181		2539		0		0		
	2		892		298		210		181		3008		0		0		
	3		899		302		210		182		3607		0		0		
	4		923		280		210		184		3865		0		0		
	5		928		261		210		189		3937		0		0		
	6		928		260		209		249		3913		0		0		
	7		923		261		209		251		4001		94		0		
	8		911		263		208		217		4147		3137		67		
	9		865		261		202		205		4550		7072		194		
	10		867		247		200		148		4598		7814		227		
	11		857		240		201		139		3936		7642		245		
	12		860		238		200		141		3201		8209		246		
	13		872		246		201		144		3031		8469		244		
	14		887		247		200		148		3130		8180		245		
	15		893		244		201		146		3119		8469		243		
	16		900		247		204		146		3484		8081		239		
	17		905		258		211		149		3907		7342		219		
	18		911		255		212		203		4161		6024		180		
	19		914		263		212		215		4164		2209		47		
	20		918		258		213		256		4212		19		0		
	21		910		259		212		252		4254		0		0		
	22		900		271		210		252		4405		0		0		
	23		916		260		206		233		4217		0		0		
	24		902		259		211		196		3634		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4084		2272		5651		7043		964						
	2		4562		2271		5355		6487		736						
	3		5172		2272		4626		6169		730						
	4		5433		2272		4615		5778		765						
	5		5495		2273		4566		5977		908						
	6		5528		2273		4860		6504		1105						
	7		5740		2273		4925		6919		1624						
	8		8950		2273		4318		5219		1328						
	9		13348		2273		3302		2363		817						
	10		14101		2273		2921		1002		710						
	11		13260		2273		2645		1137		605						
	12		13095		2273		2787		514		573						
	13		13207		2272		2664		299		353						
	14		13037		2268		2600		75		383						
	15		13316		2266		2591		-501		423						
	16		13302		2266		2573		-271		548						
	17		12990		2268		2928		264		868						
	18		11946		2269		3776		2142		939						
	19		8024		2270		5246		5175		1887						
	20		5875		2272		6511		7045		2365						
	21		5849		2272		6345		7503		2325						
	22		5999		2272		5741		7264		2091						
	23		5795		2272		4830		7449		1745						
	24		5164		2273		4299		7438		1533						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
