05/06/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		930		290		211		317		4571		0		0		
	2		926		290		211		294		4473		0		0		
	3		930		295		211		293		4122		0		0		
	4		930		292		212		293		3993		0		0		
	5		930		296		214		295		3897		0		0		
	6		910		301		215		304		3220		0		0		
	7		905		299		213		307		2655		1256		5		
	8		886		291		214		308		2539		5147		243		
	9		852		303		213		307		2553		8303		341		
	10		841		299		213		296		2435		9272		371		
	11		846		301		211		298		2657		9882		368		
	12		847		306		209		299		2656		10610		361		
	13		853		291		209		296		2681		10977		337		
	14		843		291		206		305		2853		10673		316		
	15		842		295		206		311		3204		10707		313		
	16		842		300		206		311		3364		9782		318		
	17		841		309		206		312		3458		9032		312		
	18		840		319		207		310		3679		6582		129		
	19		844		324		205		318		3846		3170		0		
	20		876		330		209		321		3983		356		0		
	21		848		329		212		321		3901		0		0		
	22		912		328		212		313		3661		0		0		
	23		917		329		212		305		3380		0		0		
	24		919		329		212		302		3349		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		6302		2275		3017		8678		2246						
	2		6177		2275		2309		8762		1993						
	3		5834		2273		1932		8853		1856						
	4		5701		2273		1766		8853		1820						
	5		5612		2274		1705		8884		2096						
	6		4934		2273		1943		9287		2618						
	7		5638		2274		2013		9117		2705						
	8		9627		2274		1970		6900		1760						
	9		12872		2274		2093		3734		1555						
	10		13726		2274		2382		2699		1277						
	11		14562		2273		2266		2020		1209						
	12		15288		2273		2579		1407		1418						
	13		15644		2274		3049		1496		1624						
	14		15486		2274		3469		2575		1573						
	15		15879		2274		4058		2937		1715						
	16		15123		2275		4553		4537		1756						
	17		14470		2275		5167		5991		1957						
	18		12068		2275		6133		7835		2834						
	19		8708		2275		7957		9000		3725						
	20		6074		2276		8600		10048		4062						
	21		5584		2274		8273		10128		4193						
	22		5398		2273		7462		9867		3726						
	23		5109		2274		6308		9441		3255						
	24		5076		2276		4948		9092		2714						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
